聚碩,	6112
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,21.33,418.66,291.88,4.55,5.98,61.03,17.54,23.75,8.47,5.45,NA,NA,30.47
2001,25.71,330.55,198.24,3.81,4.85,75.25,13.44,17.54,8.26,4.02,29.00,8.00,24.66
2002,31.26,359.54,228.89,3.68,4.35,83.90,3.70,4.69,2.87,1.04,15.00,1.00,24.46
2003,35.52,307.32,198.05,3.59,4.25,85.88,1.34,1.50,1.05,0.34,29.89,5.93,22.67
2004,29.53,197.61,134.08,3.32,4.12,88.59,1.86,2.22,1.67,0.51,31.27,11.27,23.11
2005,24.20,241.26,176.98,3.70,5.58,65.41,0.39,0.44,0.31,0.10,36.74,9.85,23.90
2006,30.02,210.27,140.38,3.96,5.71,63.92,3.26,4.48,2.86,1.10,-5.90,-2.78,25.03
2007,40.24,170.87,96.92,4.83,5.08,71.85,5.46,8.35,3.75,2.10,-11.19,-10.73,25.61
2008,32.51,204.26,120.96,5.66,4.73,77.16,3.74,5.88,2.51,1.37,57.73,23.10,23.76
2009,37.41,187.29,118.47,4.79,4.68,77.99,3.27,5.03,2.46,1.22,1.92,-4.00,25.36
2010,47.40,157.86,99.11,4.00,5.25,69.52,4.43,7.61,2.86,1.81,-10.51,-13.55,24.15
2011,47.97,157.86,83.83,4.24,4.72,77.33,5.58,10.57,3.34,2.38,5.39,-0.89,23.02
2012,54.24,147.78,78.28,4.75,4.10,89.02,6.17,12.06,3.51,2.58,-5.99,-14.95,21.78
2013,61.52,139.01,56.55,5.06,3.77,96.81,5.08,12.32,2.83,2.52,NA,NA,20.80
2014,64.11,135.10,54.22,5.95,3.29,110.94,5.03,12.80,2.77,2.50,11.93,11.54,19.59
2015,59.90,143.22,60.86,6.36,3.17,115.14,4.91,12.24,2.73,2.45,10.69,6.14,20.06
2016,61.90,142.03,55.18,6.37,3.21,113.70,5.17,12.50,2.73,2.48,-8.76,-19.56,20.15
2017,61.54,144.08,68.14,6.19,3.51,103.98,5.57,13.97,2.87,2.80,23.40,24.08,20.42
2018,61.65,143.98,70.55,5.88,3.84,95.05,5.80,14.59,3.10,2.86,1.33,-3.44,20.32
