英業達,	2356
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,41.17,190.95,156.24,5.80,10.71,34.08,11.28,19.73,4.09,2.31,44.16,24.19,15.30
2001,31.16,249.46,227.07,4.18,12.84,28.42,10.72,16.76,6.06,2.27,89.38,30.93,14.47
2002,39.44,174.40,141.66,5.21,20.51,17.79,8.69,13.51,4.90,1.83,23.92,7.65,13.92
2003,45.37,166.82,159.32,5.33,29.81,12.24,9.00,15.72,5.21,2.10,2.42,-1.19,14.07
2004,48.26,157.40,150.51,6.98,61.09,5.97,4.59,8.57,1.85,1.13,0.00,0.00,13.13
2005,62.18,129.83,126.63,6.30,82.23,4.43,4.91,11.10,2.00,1.48,0.00,0.00,13.87
2006,55.41,144.24,141.08,6.27,141.68,2.57,7.28,17.37,2.39,2.45,10.35,7.13,14.91
2007,57.47,136.06,133.99,5.19,197.18,1.85,6.93,15.92,2.36,2.32,15.70,10.85,15.03
2008,63.59,142.81,141.07,6.40,385.21,0.94,5.79,14.21,1.52,2.08,0.00,0.00,15.07
2009,67.09,133.51,131.82,6.34,427.11,0.85,4.10,11.67,1.16,1.64,0.00,0.00,14.34
2010,60.85,135.45,132.83,6.15,291.92,1.25,3.18,8.59,1.00,1.18,17.90,0.15,13.69
2011,58.33,134.04,131.26,6.83,229.60,1.58,2.36,5.45,0.72,0.79,14.96,0.09,13.96
2012,62.94,136.37,134.58,6.91,227.42,1.60,2.73,6.54,1.00,0.90,11.90,0.12,13.91
2013,71.14,124.85,95.08,7.38,11.34,32.18,3.44,10.58,1.35,1.97,15.61,0.16,15.29
2014,67.08,119.29,92.95,6.45,11.10,32.88,3.76,10.56,1.53,1.98,0.64,-0.05,16.05
2015,64.21,135.24,104.37,6.12,11.74,31.09,3.09,7.82,1.26,1.55,17.23,0.09,15.74
2016,66.82,118.86,90.95,6.48,12.60,28.96,3.05,8.06,1.16,1.57,5.16,0.01,15.27
2017,71.77,117.85,89.96,6.22,11.82,30.87,2.80,7.26,0.93,1.88,1.59,-0.03,15.52
