泰山,	1218
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,50.15,157.00,94.83,4.59,4.24,86.08,1.95,1.10,0.80,0.11,13.04,2.87,10.01
2001,51.55,110.19,67.29,4.58,4.44,82.20,-0.56,-3.63,-2.76,-0.36,28.73,6.39,10.01
2002,53.85,107.21,68.00,4.98,4.83,75.56,-0.72,-3.61,-2.67,-0.40,0.00,0.00,9.68
2003,53.81,122.87,79.00,5.22,5.46,66.84,1.67,2.01,1.34,0.22,1.73,0.49,10.32
2004,54.75,141.47,95.29,5.16,6.81,53.59,1.20,0.97,0.63,0.11,12.59,2.49,11.22
2005,52.59,139.82,103.57,4.78,7.88,46.31,0.07,-1.51,-1.06,-0.17,9.12,1.73,11.37
2006,50.94,165.17,97.94,4.92,7.38,49.45,-0.29,-2.40,-1.73,-0.27,4.52,1.26,11.24
2007,53.07,175.14,99.84,5.96,6.55,55.72,1.64,1.64,0.84,0.17,4.44,0.00,11.69
2008,57.21,101.08,45.91,6.88,6.05,60.33,-0.04,-2.43,-1.21,-0.28,-15.40,-9.71,11.29
2009,49.36,254.38,173.71,6.93,6.91,52.82,3.81,6.61,3.32,0.76,96.17,14.03,11.80
2010,51.51,227.18,143.67,6.19,8.06,45.28,3.75,6.38,3.28,0.72,-18.10,-3.69,11.99
2011,49.67,201.85,118.21,6.32,7.33,49.79,3.19,5.23,2.58,0.58,7.30,-0.25,11.62
2012,54.39,181.32,90.87,6.53,6.83,53.44,-2.08,-5.70,-0.62,-5.59,-28.18,-6.29,10.41
2013,57.59,159.36,102.08,7.65,6.95,52.51,-0.78,-3.56,-1.31,-0.35,44.49,9.91,9.72
2014,56.60,115.10,67.46,9.14,9.60,38.02,1.62,2.03,0.75,0.20,-4.91,-1.58,9.92
2015,56.06,168.43,103.66,8.28,8.43,43.29,2.36,3.66,1.54,0.36,-3.84,-0.83,10.02
2016,55.90,129.76,85.43,7.74,9.03,40.42,2.15,3.53,1.50,0.36,-7.83,-2.61,10.22
2017,48.92,152.37,92.78,7.12,9.74,37.47,4.71,8.70,4.13,0.93,3.98,0.97,11.19
