怡利電,	2497
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,22.57,196.95,94.82,7.79,2.42,150.82,20.06,27.21,19.09,3.33,45.85,12.24,13.87
2001,17.55,349.91,184.68,6.99,3.05,119.67,16.21,19.86,15.88,2.39,69.61,7.11,13.12
2002,23.90,217.44,140.94,4.87,2.81,129.89,11.08,13.43,13.39,1.57,25.82,4.77,12.25
2003,15.49,294.56,153.74,3.77,2.30,158.69,3.14,3.59,4.40,0.40,100.67,11.14,11.21
2004,36.82,202.29,94.97,5.65,2.66,137.21,0.47,0.33,0.30,0.04,-54.41,-13.95,10.70
2005,31.94,197.32,105.86,3.22,1.59,229.55,0.47,-2.16,-2.58,-0.23,46.13,11.60,10.57
2006,27.47,138.99,73.75,4.03,1.61,226.70,0.69,0.67,0.93,0.07,33.34,10.59,10.73
2007,29.48,153.22,82.30,4.34,2.05,178.04,6.40,8.64,9.88,0.98,-7.38,-2.43,11.89
2008,24.56,153.80,75.63,3.08,1.21,301.65,-14.01,-19.78,-38.53,-2.03,52.64,11.76,9.30
2009,32.72,127.33,77.33,3.89,1.81,201.65,-12.01,-17.10,-27.92,-1.47,-41.80,-14.74,7.83
2010,34.84,137.04,92.78,3.03,2.53,144.26,6.60,9.60,9.35,0.79,3.66,1.46,8.54
2011,34.81,308.68,212.22,3.00,3.05,119.67,11.03,16.59,14.16,1.59,25.61,4.13,10.68
2012,21.73,295.74,193.18,3.78,3.34,109.28,10.18,14.00,11.84,1.66,80.04,13.07,13.37
2013,33.65,216.58,139.47,6.81,3.09,118.12,13.97,20.71,10.86,3.01,57.32,18.22,15.75
2014,33.46,226.71,141.84,6.06,2.87,127.17,17.61,26.41,14.94,4.51,53.87,10.98,18.43
2015,38.52,176.77,104.84,4.98,2.52,144.84,6.52,10.00,6.34,1.78,0.80,-13.03,17.07
2016,39.71,163.16,106.63,4.45,2.31,158.00,0.63,0.59,0.42,0.10,47.05,13.92,15.40
2017,45.85,141.56,101.05,4.72,2.60,140.38,-2.78,-5.22,-3.80,-0.77,10.22,2.52,14.11
2018,49.05,132.22,85.92,3.94,2.37,154.00,-7.53,-14.89,-11.73,-1.95,-18.71,-8.09,12.13
