三顧,	3224
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,47.70,138.16,52.47,13.35,6.89,52.97,10.42,16.94,4.38,2.13,0.00,0.00,12.46
2003,70.44,124.01,68.73,8.90,8.46,43.14,12.56,34.27,3.48,4.36,0.00,0.00,14.69
2004,59.95,145.30,87.26,7.92,8.89,41.05,4.99,13.30,1.26,1.60,0.00,0.00,12.23
2005,62.96,132.70,82.10,5.08,5.78,63.14,8.38,19.95,3.37,2.33,0.00,0.00,12.40
2006,45.37,206.86,128.29,5.36,6.85,53.28,9.15,17.37,3.40,2.31,11.00,3.01,13.48
2007,47.36,129.05,79.18,4.59,5.65,64.60,3.00,4.09,1.34,0.48,31.13,18.64,11.80
2008,43.21,129.65,85.24,5.66,6.48,56.32,-11.32,-22.77,-8.06,-2.35,37.86,20.86,8.99
2009,40.08,101.53,74.25,3.21,3.69,98.91,-5.00,-9.52,-8.09,-0.81,16.68,9.42,8.10
2010,46.48,96.61,78.62,5.20,9.32,39.16,7.46,11.88,6.58,1.00,-10.08,-7.59,8.75
2011,50.42,92.57,70.84,4.79,9.88,36.94,-6.52,-13.97,-6.77,-1.16,-7.93,-6.97,7.88
2012,52.20,94.34,70.03,4.95,9.91,36.83,-6.53,-14.65,-6.07,-1.06,-7.59,-6.05,6.54
2013,61.90,154.14,118.98,4.85,10.33,35.33,1.35,2.14,0.28,0.20,32.48,38.31,9.38
2014,64.85,196.49,147.03,5.03,10.74,33.98,2.79,6.05,0.88,0.60,-9.46,-7.84,10.48
2015,49.22,183.70,147.44,4.85,10.51,34.72,0.51,0.42,0.08,0.05,-5.71,-541.51,13.12
2016,42.85,204.34,168.12,4.58,10.24,35.64,-5.81,-11.39,-3.38,-1.40,22.70,16.51,11.56
2017,23.11,367.63,298.39,5.12,10.59,34.46,0.73,0.98,0.36,0.12,-53.25,-15.24,13.62
2018,18.14,401.05,347.37,4.99,11.80,30.93,-5.52,-6.91,-3.95,-1.01,2.63,0.52,18.49
