富強,	5102
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,46.00,155.83,102.31,2.99,4.41,82.76,5.67,7.52,5.19,1.07,0.00,0.00,14.69
2001,44.09,154.30,123.45,2.47,5.46,66.84,2.89,3.03,2.02,0.41,13.98,5.24,13.80
2002,46.90,143.07,111.00,2.10,5.77,63.25,2.27,2.46,1.72,0.32,NA,NA,13.08
2003,41.26,155.07,114.24,2.01,4.83,75.56,2.23,3.05,2.41,0.40,38.94,11.50,12.98
2004,45.72,135.51,81.14,2.89,4.08,89.46,1.20,1.34,0.94,0.17,11.80,3.68,12.81
2005,42.24,142.54,87.36,3.91,3.97,91.93,3.54,5.75,3.77,0.73,44.35,13.24,13.21
2006,41.52,151.00,84.25,4.22,4.34,84.10,3.03,4.15,2.42,0.55,-30.65,-11.25,12.70
2007,47.68,140.81,71.89,3.72,3.28,111.28,2.03,2.70,1.57,0.34,-6.78,-1.40,12.53
2008,46.42,142.29,67.36,5.45,3.34,109.28,1.54,1.11,0.55,0.13,50.69,16.98,12.28
2009,43.37,146.89,79.86,3.80,2.50,146.00,-0.03,-0.82,-0.71,-0.10,15.00,4.13,11.93
2010,44.87,160.11,87.20,4.74,3.76,97.07,6.50,10.96,6.27,1.38,-4.29,-1.42,13.18
2011,42.67,175.50,104.71,5.40,4.65,78.49,7.57,12.62,5.59,1.66,25.41,8.52,13.73
2012,40.87,165.01,78.32,4.18,3.23,113.00,4.74,7.43,4.43,0.98,-8.78,-3.16,13.32
2013,40.38,172.48,82.91,3.83,2.29,159.38,3.07,4.62,3.55,0.61,33.81,9.16,13.12
2014,38.41,171.18,103.77,4.27,2.54,143.70,4.62,7.06,5.75,0.94,37.90,13.37,13.47
2015,33.15,191.65,104.37,3.48,1.95,187.17,4.17,6.14,7.59,0.83,38.43,6.83,13.51
2016,30.40,199.35,122.85,3.92,2.07,176.32,3.98,5.56,7.37,0.75,24.42,2.23,13.57
2017,28.44,216.02,142.68,3.74,2.48,147.17,6.37,8.82,11.40,1.22,37.84,4.49,14.04
