青鋼,	8930
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,53.72,128.76,95.30,3.67,8.32,43.87,4.56,6.77,3.26,0.77,16.43,6.73,11.70
2001,47.91,150.77,120.64,3.67,8.98,40.64,8.11,13.65,6.66,1.66,41.40,9.43,12.67
2002,54.32,108.14,76.08,3.95,8.50,42.94,6.06,10.98,4.88,1.31,0.10,-1.93,12.39
2003,55.32,144.26,106.53,4.49,7.68,47.52,3.34,4.83,2.15,0.55,37.20,20.29,11.51
2004,49.52,179.65,99.78,6.49,6.56,55.64,5.81,10.38,4.29,1.21,16.00,4.79,12.12
2005,46.07,222.98,145.20,6.31,6.07,60.13,2.97,4.13,1.85,0.50,51.10,5.95,12.18
2006,52.03,173.48,111.58,5.44,6.16,59.25,5.22,10.88,4.89,1.41,NA,NA,12.40
2008,56.42,219.20,137.81,5.95,8.23,44.34,3.64,5.69,2.53,0.79,NA,NA,13.70
2009,48.00,110.86,70.88,5.67,6.16,59.25,3.37,5.57,3.06,0.75,NA,NA,13.40
2010,40.34,145.79,109.64,6.41,8.39,43.50,6.46,11.03,5.52,1.52,27.69,5.45,13.38
2011,44.13,178.77,127.48,6.10,8.57,42.59,3.60,5.69,3.15,0.75,13.37,-0.58,13.93
2012,45.45,100.64,73.64,5.53,7.21,50.62,1.59,2.21,1.36,0.30,8.37,-0.96,12.98
2013,41.43,105.38,76.16,5.74,6.01,60.73,13.86,24.70,15.44,3.70,7.40,0.64,16.37
2014,43.89,214.29,156.22,5.25,5.95,61.34,1.79,2.56,1.94,0.40,27.17,-0.71,15.33
2015,42.22,272.76,203.01,4.62,5.60,65.17,-1.26,-3.13,-2.82,-0.46,46.33,4.31,14.21
2016,38.10,647.31,559.82,4.88,5.69,64.14,3.54,5.18,4.38,0.74,22.21,2.21,14.48
2017,29.91,890.97,760.97,4.35,6.61,55.21,12.90,19.18,19.24,3.00,96.51,4.01,16.99
