佳總,	5355
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.24,162.45,130.44,3.36,6.63,55.05,6.00,4.21,6.74,1.07,36.00,12.68,13.21
2001,25.29,185.08,149.99,2.44,5.03,72.56,-2.03,-3.67,-5.19,-0.44,50.73,9.78,11.72
2002,23.46,214.96,182.31,3.80,6.85,53.28,1.30,1.36,1.69,0.16,35.10,6.00,11.96
2003,28.01,189.72,155.69,3.42,6.15,59.34,-0.22,-0.51,-0.67,-0.06,26.84,5.19,11.67
2004,44.57,197.37,147.51,4.14,6.22,58.68,2.18,3.26,2.97,0.40,18.70,3.67,12.25
2005,49.92,221.00,191.46,3.43,6.03,60.53,-9.29,-17.97,-14.17,-2.04,29.25,6.78,10.40
2006,36.99,215.32,167.67,3.69,7.34,49.72,4.73,8.00,6.10,0.82,28.50,6.20,10.43
2007,32.34,217.48,170.60,3.58,5.93,61.55,2.30,3.34,3.03,0.35,10.77,2.35,11.18
2008,35.67,185.34,142.80,2.87,5.58,65.41,-7.05,-11.31,-15.14,-1.21,16.66,2.59,9.98
2009,33.88,205.97,162.46,2.66,5.24,69.65,-12.81,-20.37,-41.14,-1.73,0.00,-1.07,7.96
2010,37.39,144.74,112.60,3.79,7.17,50.90,-5.03,-8.44,-9.69,-0.63,0.00,-0.45,7.30
2011,31.27,215.76,184.50,3.06,6.44,56.67,2.35,3.03,3.62,0.24,32.72,6.19,8.09
2012,29.52,297.71,257.13,3.10,7.19,50.76,8.08,11.10,12.00,0.96,6.21,0.96,8.96
2013,29.11,344.25,316.14,3.10,8.77,41.61,10.12,14.38,13.61,1.38,32.20,5.62,10.26
2014,26.24,341.10,318.10,2.86,10.91,33.45,5.91,7.87,8.50,0.84,10.27,1.95,11.06
2015,21.12,467.15,436.96,2.74,10.40,35.09,1.39,1.66,2.27,0.18,53.59,4.45,10.99
2016,22.34,420.44,384.37,3.16,8.93,40.87,-1.07,-1.53,-2.26,-0.17,0.00,-0.62,10.68
2017,20.09,420.93,385.55,3.07,7.76,47.03,-3.34,-4.41,-6.72,-0.46,45.73,6.08,10.13
2018,35.15,334.48,303.06,3.31,8.94,40.82,-4.31,-6.25,-9.78,-0.60,80.66,11.67,9.53
