力麗,	1444
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,41.52,79.94,59.55,9.20,6.48,56.32,-6.73,-12.54,-17.54,-1.51,23.17,6.98,10.58
2001,36.30,70.68,45.46,8.93,6.67,54.72,-2.39,-6.19,-8.72,-0.64,15.29,3.80,9.97
2002,32.11,104.47,65.04,10.14,7.60,48.02,0.27,-1.09,-1.30,-0.11,28.78,4.43,10.31
2003,33.38,104.22,59.78,8.86,8.50,42.94,0.79,0.14,0.14,0.01,41.07,6.01,10.53
2004,35.16,128.08,31.35,10.38,6.17,59.15,-1.41,-2.79,-2.65,-0.29,-21.81,-3.72,10.61
2005,38.58,127.00,47.91,9.50,4.96,73.58,-7.42,-12.18,-12.43,-1.33,6.02,1.22,10.94
2006,43.30,130.08,29.88,7.70,5.10,71.56,0.05,-0.40,-0.43,-0.04,0.00,0.00,10.89
2007,42.66,122.43,24.68,8.81,6.02,60.63,3.16,5.35,5.28,0.60,3.18,0.99,10.89
2008,43.74,144.54,20.13,8.88,5.83,62.60,-2.06,-3.86,-3.78,-0.38,19.07,5.17,9.52
2009,31.26,175.72,46.51,8.60,6.44,56.67,5.59,8.86,9.04,0.92,74.12,12.49,11.65
2010,34.75,136.79,37.64,9.56,6.49,56.24,11.46,17.11,15.96,2.11,8.57,0.00,13.50
2011,34.23,154.77,68.11,10.48,6.88,53.05,4.85,7.32,5.82,0.88,24.25,3.68,12.17
2012,21.58,186.32,81.10,9.04,6.19,58.96,5.31,7.20,5.58,0.87,191.84,17.47,12.44
2013,21.21,193.25,94.01,10.52,5.72,63.81,4.65,5.79,5.62,0.71,21.87,0.00,12.65
2014,23.04,159.49,93.92,11.29,5.74,63.58,1.62,1.90,2.01,0.23,31.42,4.02,12.08
2015,33.52,120.88,89.43,11.45,5.61,65.06,2.56,3.35,3.92,0.43,24.15,3.88,11.89
2016,40.51,112.66,84.05,9.61,4.93,74.03,0.61,0.58,0.72,0.07,-13.34,-6.84,11.33
2017,34.73,117.82,68.39,8.75,4.70,77.65,0.04,-0.40,-0.43,-0.01,27.96,5.77,11.60
2018,37.94,138.97,73.40,8.80,4.58,79.69,2.32,3.08,2.86,0.44,3.37,-1.29,11.27
