昆盈,	2365
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,30.87,165.42,161.54,6.56,34.15,10.68,8.67,11.97,6.98,2.40,22.58,9.28,20.83
2001,30.31,198.17,193.09,7.03,44.45,8.21,8.11,11.46,7.12,2.16,65.94,23.76,19.54
2002,31.32,191.04,183.11,8.35,53.27,6.85,9.40,13.56,6.78,2.50,34.42,9.17,19.26
2003,32.43,189.06,179.40,8.53,55.42,6.58,12.29,17.98,7.43,3.54,11.22,-3.93,20.02
2004,35.29,233.30,221.21,7.91,48.46,7.53,10.01,14.96,6.21,2.74,21.87,0.00,18.24
2005,40.98,201.38,190.89,7.37,39.37,9.27,10.37,16.55,7.14,3.02,28.07,6.45,18.99
2006,40.26,177.99,169.38,5.95,37.01,9.86,11.25,18.67,7.92,3.51,30.97,9.06,19.24
2007,34.76,193.35,173.41,6.25,24.71,14.77,16.32,26.05,11.53,4.50,43.15,8.14,19.15
2008,32.35,185.18,159.19,6.81,16.89,21.61,12.85,19.24,8.94,3.03,35.92,0.00,15.99
2009,32.51,189.35,165.15,6.52,14.23,25.65,10.45,15.43,8.29,2.41,41.37,10.92,16.69
2010,45.46,187.42,168.12,6.47,15.94,22.89,6.02,9.64,4.62,1.50,0.00,0.00,14.58
2011,39.13,139.76,123.47,5.52,14.81,24.64,1.83,2.74,1.44,0.40,13.09,0.00,14.24
2012,33.82,176.49,158.45,5.62,16.76,21.77,1.26,1.66,0.95,0.24,16.04,6.42,14.47
2013,37.76,211.36,157.88,5.95,4.93,74.03,0.10,0.09,0.04,0.01,26.22,12.23,15.00
2014,39.44,210.42,147.81,5.78,4.39,83.14,1.86,2.81,1.65,0.42,21.76,8.93,15.10
2015,29.89,237.57,181.26,6.26,4.13,88.37,1.52,2.19,1.62,0.32,55.19,16.33,14.55
2016,34.25,193.95,164.13,6.80,4.86,75.10,-4.97,-7.68,-8.22,-1.09,17.90,6.67,13.76
2017,32.73,198.03,173.55,7.50,4.57,79.86,1.09,1.38,2.08,0.19,-20.35,-12.06,14.21
