南電,	8046
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,41.74,250.04,154.02,4.54,6.44,56.67,2.18,2.92,1.70,0.49,50.60,7.45,18.17
2004,41.02,206.47,144.82,4.50,7.57,48.21,4.51,6.93,3.61,1.21,59.25,11.06,18.98
2005,36.65,178.71,132.58,4.63,9.79,37.28,22.27,35.81,16.57,7.75,93.87,21.44,25.40
2006,15.41,515.03,474.38,5.12,10.93,33.39,30.07,38.25,28.10,17.65,184.51,16.05,67.20
2007,13.81,522.15,461.89,4.46,10.72,34.04,18.63,21.63,22.05,13.94,165.16,-1.77,62.94
2008,10.98,740.60,661.97,4.82,11.22,32.53,15.72,17.96,17.82,10.86,368.26,6.59,58.03
2009,12.37,609.19,530.47,4.32,9.81,37.20,5.27,5.97,7.77,3.37,112.51,-0.52,56.12
2010,15.54,434.07,349.22,5.10,9.95,36.68,5.22,6.07,5.75,3.30,52.54,-1.71,52.57
2011,15.43,431.10,351.18,5.36,8.70,41.95,7.91,9.36,8.36,4.91,125.35,10.61,53.91
2012,13.74,455.48,387.38,4.59,9.63,37.90,-5.36,-6.28,-7.17,-3.19,7.19,-1.91,47.86
2013,20.63,435.63,367.74,4.76,8.82,41.38,-1.92,-2.50,-2.58,-1.29,20.17,1.53,53.39
2014,19.27,562.83,490.13,4.74,9.41,38.78,3.59,4.42,4.62,2.50,79.17,5.27,59.79
2015,21.44,581.35,501.99,4.54,7.96,45.85,1.85,2.29,2.88,1.33,95.82,4.88,56.80
2016,21.99,515.78,448.86,4.77,8.52,42.84,-1.50,-1.98,-2.38,-1.07,10.15,-0.17,51.63
2017,23.91,432.38,366.71,4.36,7.55,48.34,-4.57,-6.11,-7.35,-3.03,9.06,0.01,47.60
2018,21.88,536.56,433.41,4.50,7.03,51.92,-1.32,-1.93,-2.03,-0.90,8.39,0.05,46.01
