興泰,	1235
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,34.43,272.47,231.33,3.32,11.74,31.09,6.02,8.59,4.38,1.19,43.61,6.93,14.21
2001,31.39,355.13,293.41,3.59,12.71,28.71,9.71,14.12,6.93,2.08,43.65,3.42,15.25
2002,32.61,343.27,280.87,3.64,10.91,33.45,9.17,13.29,6.75,2.04,42.31,4.30,15.12
2003,31.50,354.98,264.13,3.76,9.53,38.30,6.89,9.95,5.04,1.51,9.98,0.00,14.84
2004,31.71,324.86,251.88,3.81,10.65,34.27,7.34,10.42,4.57,1.58,15.97,0.00,15.40
2005,32.08,270.53,189.83,2.78,9.86,37.01,3.43,4.40,2.43,0.65,8.81,1.84,14.71
2006,30.01,291.81,257.92,2.07,7.41,49.25,2.31,2.33,2.26,0.36,67.10,10.90,16.26
2007,27.07,287.49,242.28,1.77,8.03,45.45,8.64,11.13,14.49,1.68,-27.17,-4.69,16.66
2008,30.39,235.39,182.39,1.38,6.78,53.83,2.05,2.04,2.79,0.27,-6.81,-1.30,12.50
2009,23.51,306.39,272.95,1.17,5.39,67.71,2.02,2.20,4.02,0.33,35.18,6.12,17.54
2010,29.77,239.11,219.26,1.27,6.38,57.21,1.56,1.67,3.78,0.28,19.17,4.99,17.42
2011,39.75,176.05,167.60,1.30,8.03,45.45,1.82,2.06,4.90,0.35,12.23,5.04,16.78
2012,41.81,174.29,163.14,1.10,5.94,61.44,1.39,1.54,4.59,0.27,0.87,0.40,17.88
2013,48.80,152.54,147.20,0.86,5.03,72.56,-2.07,-4.97,-18.45,-0.84,1.35,0.85,16.01
2014,48.12,163.53,156.93,0.71,3.09,118.12,3.23,4.82,30.08,0.97,0.00,0.00,23.33
2015,47.93,209.83,203.53,0.53,1.44,253.47,2.48,3.48,44.30,0.80,0.00,0.00,24.42
2016,34.79,224.70,221.54,0.61,1.45,251.72,6.97,10.67,190.10,3.81,10.46,4.78,47.13
2017,27.50,275.08,273.88,0.44,2.38,153.36,6.52,8.86,399.16,5.23,2.45,0.83,70.86
