禾伸堂,	3026
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,34.68,214.76,145.41,5.17,5.34,68.35,31.72,52.22,21.12,14.72,27.10,10.58,44.29
2001,31.70,308.02,194.05,3.92,4.36,83.71,7.63,10.42,7.22,2.36,34.60,2.76,23.08
2002,42.19,528.61,377.13,4.09,5.87,62.18,9.34,14.06,7.86,3.01,13.58,-0.20,22.56
2003,39.31,358.25,250.38,3.80,7.64,47.77,8.93,14.12,6.49,3.15,-5.35,-4.93,23.17
2004,48.31,262.24,191.03,3.99,7.95,45.91,10.40,18.14,7.06,4.07,28.75,6.53,24.30
2005,36.95,290.18,235.16,3.78,7.58,48.15,11.41,19.12,8.37,4.74,50.35,11.53,26.06
2006,29.52,227.61,174.14,3.72,7.49,48.73,12.77,18.61,9.51,4.74,48.18,10.66,27.61
2007,25.16,263.42,197.24,3.89,6.99,52.21,12.54,16.61,9.03,4.45,46.81,5.38,27.89
2008,31.89,273.94,200.23,4.02,6.78,53.83,6.79,9.09,5.28,2.41,51.54,3.77,26.03
2009,30.78,257.94,202.03,3.78,6.26,58.30,7.66,10.98,7.65,2.96,52.46,8.44,28.46
2010,29.34,257.76,186.85,4.12,6.37,57.29,6.77,9.49,6.56,2.77,2.49,-7.00,29.27
2011,29.33,204.36,157.35,3.82,6.26,58.30,5.97,8.25,5.79,2.38,25.29,1.79,28.47
2012,28.49,216.66,166.16,3.79,6.57,55.55,5.27,7.24,5.26,2.05,30.25,3.54,28.20
2013,34.80,222.07,164.40,4.71,6.21,58.77,4.60,6.66,3.95,2.44,3.60,-4.34,36.99
2014,29.94,234.92,180.28,4.57,6.24,58.49,6.03,8.55,4.96,4.05,40.43,8.47,38.06
2015,26.06,274.45,217.30,4.21,6.19,58.96,3.80,5.15,3.47,2.67,57.82,9.32,37.31
2016,28.33,263.01,208.38,4.09,6.41,56.94,2.86,3.79,2.57,2.26,17.82,0.38,36.75
2017,30.21,247.77,183.06,4.03,5.35,68.22,6.22,8.60,5.63,4.40,45.83,9.36,49.75
