華碩,	2357
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,14.75,535.94,457.68,13.41,8.43,43.29,27.91,32.46,22.14,9.98,165.20,22.44,34.56
2001,14.31,520.02,451.07,10.40,8.19,44.56,23.13,27.04,20.77,8.19,82.75,7.38,33.18
2002,14.70,418.89,348.40,9.02,8.94,40.82,13.00,15.19,12.15,5.02,72.71,0.14,33.24
2003,16.83,271.72,198.78,7.34,6.67,54.72,13.82,16.41,15.55,5.07,53.34,6.48,32.66
2004,24.99,299.77,242.51,7.67,6.40,57.03,15.08,19.16,19.34,5.91,-23.49,-7.69,32.54
2005,47.87,139.62,83.73,6.23,5.51,66.24,11.13,18.47,9.61,6.03,11.32,4.86,35.57
2006,55.72,125.46,77.60,5.11,5.92,61.65,7.64,15.90,4.98,5.65,1.97,-0.02,38.88
2007,46.44,150.80,105.90,5.56,8.47,43.09,9.34,18.83,4.68,7.52,9.44,3.54,43.17
2008,24.68,182.94,126.43,3.38,5.20,70.19,6.39,10.08,6.60,3.88,33.92,4.92,39.40
2009,24.35,187.28,154.53,5.41,9.26,39.41,5.60,7.33,5.37,2.94,46.17,9.01,40.78
2010,36.78,190.71,150.40,6.04,15.96,22.86,8.35,11.81,5.56,7.72,36.41,10.87,169.12
2011,37.10,182.90,146.56,5.96,15.28,23.88,9.48,15.00,5.22,21.99,14.83,0.42,152.70
2012,39.67,173.11,131.62,5.98,13.69,26.66,11.45,18.61,5.98,29.79,21.89,4.19,167.47
2013,53.74,158.09,101.94,6.34,4.58,79.69,7.73,16.27,4.65,28.66,19.78,10.03,182.02
2014,53.03,153.59,93.16,5.94,4.10,89.02,6.14,13.03,4.13,26.21,14.64,6.33,220.32
2015,49.21,169.14,96.34,5.58,3.48,104.88,5.12,10.32,3.66,23.02,-6.92,-12.00,225.31
2016,49.42,162.60,107.33,5.37,3.60,101.38,5.64,11.09,4.20,25.85,29.26,18.33,244.34
2017,48.19,167.39,108.38,4.96,3.73,97.85,4.56,8.84,3.70,20.93,-0.90,-6.91,235.80
2018,50.99,156.69,95.01,4.10,2.90,125.86,1.60,3.04,1.49,5.70,3.18,-3.15,217.25
