高力,	8996
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,45.29,133.58,96.29,3.28,4.94,73.88,7.06,11.75,8.21,1.46,17.31,4.91,14.08
2005,48.58,129.64,82.76,3.39,3.83,95.30,5.60,9.61,6.56,1.26,3.89,NA,13.32
2006,47.46,144.90,95.17,3.66,3.92,93.11,8.69,15.63,10.36,2.16,38.14,6.50,14.23
2007,50.72,125.70,60.70,3.85,3.01,121.26,6.23,11.25,7.92,1.74,12.53,-0.02,15.84
2008,55.80,114.83,46.79,4.58,2.19,166.66,5.89,11.00,6.94,1.65,0.05,-3.20,15.42
2009,47.80,102.65,48.76,4.20,1.69,215.97,-5.22,-11.54,-10.86,-1.67,16.48,7.40,14.86
2010,37.98,162.81,86.48,5.19,2.44,149.59,2.75,4.02,3.67,0.65,0.00,0.00,18.29
2011,38.63,159.04,95.03,3.88,3.14,116.24,5.68,8.77,7.43,1.66,11.59,2.05,19.67
2012,40.86,132.63,70.30,3.43,3.11,117.36,6.55,10.35,7.98,1.99,13.43,6.88,19.68
2013,34.40,220.52,114.76,4.92,2.89,126.29,6.69,10.26,6.69,2.08,37.06,8.65,21.58
2014,37.87,197.35,122.83,5.31,2.56,142.57,7.69,11.53,8.52,2.45,37.21,9.86,21.89
2015,44.48,207.23,142.01,4.60,2.43,150.20,6.36,10.21,8.51,2.07,19.18,3.47,20.72
2016,37.78,269.86,185.38,4.74,2.98,122.48,9.84,16.14,11.50,3.48,53.80,8.41,22.45
2017,50.14,148.27,116.02,3.25,2.25,162.22,2.01,2.96,3.16,0.63,25.36,4.04,20.02
2018,32.77,223.56,134.42,5.45,2.40,152.08,7.59,12.63,11.89,2.57,73.14,15.06,20.69
