研華,	2395
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,30.83,196.70,139.60,6.44,5.98,61.03,24.15,33.50,17.35,5.39,49.74,12.98,18.46
2001,32.12,449.62,381.94,5.06,5.73,63.69,21.69,31.25,21.40,5.00,25.10,0.14,18.14
2002,32.58,369.38,303.02,5.20,6.75,54.07,18.34,26.41,19.37,4.32,148.74,18.12,17.90
2003,31.55,180.73,153.53,4.78,6.82,53.51,13.73,19.63,15.68,3.17,38.49,6.94,17.04
2004,22.61,286.81,249.49,5.53,8.68,42.05,23.59,31.92,27.66,5.91,90.88,9.06,20.62
2005,14.99,387.65,317.03,4.63,6.27,58.21,19.72,24.07,28.55,6.05,77.01,-0.41,27.78
2006,11.79,465.98,377.14,4.80,6.18,59.06,19.08,22.02,27.44,6.30,158.21,2.11,30.27
2007,16.68,271.98,219.98,4.52,7.00,52.14,18.14,21.16,26.39,6.11,146.46,8.97,29.43
2008,18.25,216.77,165.20,5.31,8.28,44.08,16.51,19.99,20.83,5.13,165.15,11.29,23.23
2009,19.10,195.17,157.33,5.25,8.68,42.05,11.61,14.28,16.28,3.50,95.43,6.21,25.87
2010,21.96,160.60,117.53,6.82,11.35,32.15,18.22,22.93,18.56,6.06,72.60,1.90,26.98
2011,24.84,172.53,127.19,6.25,9.24,39.50,18.72,24.39,19.08,6.44,83.77,7.84,28.20
2012,21.23,189.45,150.95,5.66,9.62,37.94,16.02,20.80,17.68,6.22,79.73,1.08,31.39
2013,29.47,210.11,150.66,6.31,4.56,80.04,16.02,22.38,13.46,7.26,68.98,13.91,33.97
2014,28.55,229.06,161.64,6.34,4.39,83.14,20.54,23.51,13.80,7.80,62.53,8.31,35.47
2015,30.98,195.68,138.06,6.16,4.70,77.65,15.67,22.30,13.49,8.08,63.88,9.36,36.89
2016,34.13,185.23,132.00,6.09,4.76,76.68,15.72,23.30,13.54,8.96,70.08,17.16,39.83
2017,31.80,210.02,149.48,5.83,4.56,80.04,15.55,23.14,13.86,8.96,27.26,-3.49,39.56
2018,32.77,208.84,142.31,6.01,4.36,83.71,14.93,22.05,12.96,9.02,61.13,9.29,41.94
