昇陽,	3266
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,37.64,249.00,211.00,4.00,7.00,52.14,23.74,46.69,12.51,6.68,4.14,2.34,14.96
2003,32.80,267.00,231.00,4.00,6.00,60.83,19.20,29.35,11.64,3.65,35.87,16.42,14.27
2004,28.41,318.00,276.00,4.00,7.00,52.14,24.00,34.37,14.71,4.51,93.41,35.54,15.33
2005,23.15,392.00,324.00,4.00,5.00,73.00,13.67,18.41,11.16,2.44,57.43,16.19,13.55
2006,19.07,496.00,408.00,3.60,3.95,92.40,6.89,11.89,8.39,1.52,74.77,5.09,12.79
2007,6.95,1475.99,1391.99,3.53,3.83,95.30,0.02,0.02,0.04,0.00,65.58,1.92,11.78
2008,13.77,720.12,482.83,3.72,0.86,424.41,0.18,0.19,0.56,0.02,-248.22,-39.18,11.80
2009,6.82,1506.36,508.07,3.60,0.28,1303.57,0.28,0.29,1.17,0.03,-462.34,-31.86,11.84
2010,47.72,206.59,41.78,11.36,0.29,1258.62,6.62,9.56,18.60,1.19,-64.04,-58.57,13.03
2011,37.35,199.15,25.46,53.76,0.62,588.70,6.88,11.21,11.69,1.50,79.51,68.04,13.73
2012,22.88,335.26,80.82,22.55,0.30,1216.66,0.03,0.04,0.11,0.48,0.03,-0.07,13.39
2013,47.74,186.42,66.37,34.37,1.43,255.24,31.90,55.52,26.25,6.05,69.66,53.61,12.56
2014,31.37,258.96,46.22,15.83,0.52,701.92,15.20,27.44,27.72,4.02,-72.58,-37.82,16.74
2015,43.09,195.80,40.68,5.70,0.35,1042.85,-6.51,-8.43,-37.29,-1.31,-30.20,-30.06,14.37
2016,39.26,249.41,40.45,4.48,0.20,1825.00,-0.07,0.81,-3.36,0.12,3.65,1.97,14.26
2017,41.96,242.59,52.71,4.97,0.21,1738.09,-0.25,0.52,-3.07,0.08,-10.08,-6.67,14.40
