旺宏,	2337
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,36.99,272.04,205.33,7.05,2.71,134.68,19.09,29.91,32.92,4.37,155.10,19.67,18.01
2001,38.85,302.64,195.00,5.18,1.40,260.71,-0.08,-1.98,-4.06,-0.26,112.51,10.04,12.84
2002,53.48,126.63,86.68,5.83,1.60,228.12,-15.47,-30.96,-70.65,-3.10,6.43,1.19,8.18
2003,49.23,112.56,85.13,5.91,2.14,170.56,-12.17,-27.57,-47.13,-2.13,18.75,3.74,6.64
2004,34.50,263.58,193.50,8.13,2.32,157.32,1.23,0.68,0.95,0.05,86.25,6.93,6.88
2005,34.70,207.40,161.87,6.82,2.68,136.19,-14.16,-22.34,-37.85,-2.41,50.08,5.00,5.72
2006,19.66,351.31,275.33,7.80,2.66,137.21,5.31,6.81,8.92,0.70,119.17,7.55,10.71
2007,17.06,466.76,385.69,7.54,2.54,143.70,11.36,13.84,19.15,1.55,155.49,8.27,11.80
2008,13.71,571.28,457.62,8.41,2.24,162.94,10.55,12.37,19.41,1.45,192.46,6.33,11.84
2009,12.62,630.21,571.10,8.44,3.10,117.74,12.65,14.54,21.60,1.74,208.13,8.09,12.55
2010,25.37,240.24,205.34,7.60,3.36,108.63,14.44,17.99,28.24,2.33,94.08,5.64,13.44
2011,38.20,300.66,228.92,8.08,3.16,115.50,4.57,6.70,10.48,0.86,58.03,-0.18,12.41
2012,43.33,268.01,200.41,6.77,2.80,130.35,-7.98,-14.09,-22.77,-1.55,24.34,1.01,10.02
2013,46.85,182.59,113.72,6.71,2.59,140.92,-10.45,-19.96,-28.64,-1.79,-4.28,-0.46,8.15
2014,49.20,109.62,57.70,6.94,2.17,168.20,-12.64,-25.17,-28.92,-1.84,1.54,0.25,6.40
2015,51.02,186.89,90.59,6.47,1.94,188.14,-9.57,-20.45,-20.05,-1.19,17.18,1.36,5.10
2016,48.46,173.75,100.98,6.95,2.23,163.67,0.02,-1.34,-1.02,-0.07,53.93,4.34,5.07
2017,44.21,187.85,110.85,7.30,2.54,143.70,14.29,25.68,16.13,3.12,53.86,5.30,13.68
