德淵,	4720
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,35.07,182.20,125.52,7.38,7.30,50.00,9.94,15.44,6.53,2.22,62.47,18.35,15.47
2001,33.58,163.32,101.29,7.31,6.69,54.55,9.46,14.11,6.93,2.07,38.15,6.64,15.21
2002,35.87,166.99,119.28,7.48,8.55,42.69,9.35,14.14,6.00,2.05,18.54,2.98,15.10
2003,35.19,175.51,122.13,6.59,9.01,40.51,8.46,13.01,5.28,1.84,28.78,6.13,14.65
2004,36.79,170.48,106.13,6.81,7.16,50.97,5.26,7.99,3.28,1.07,-7.85,-5.09,13.52
2005,32.24,193.19,134.13,6.94,7.44,49.05,2.56,3.48,1.54,0.45,48.32,10.26,13.30
2006,28.27,217.12,165.48,6.42,9.49,38.46,5.46,7.55,3.68,0.99,1.77,0.41,13.64
2007,39.60,164.98,120.50,5.55,9.67,37.74,7.75,11.68,5.34,1.59,15.83,3.94,14.36
2008,30.81,177.49,128.51,4.88,10.18,35.85,3.40,4.93,2.71,0.61,16.32,1.19,13.60
2009,37.61,145.76,113.76,4.75,9.13,39.97,2.37,3.43,2.30,0.45,19.77,5.43,13.14
2010,40.92,134.38,100.36,5.42,11.78,30.98,1.17,1.64,0.84,0.02,17.11,4.41,12.11
2011,37.42,122.56,94.41,5.25,10.83,33.70,4.11,6.39,3.47,0.80,31.40,9.79,13.26
2012,28.36,147.49,110.60,5.94,11.49,31.76,5.46,7.93,5.06,1.02,45.94,8.22,13.08
2013,44.44,159.45,121.68,5.36,7.21,50.62,3.33,5.49,2.44,0.68,18.81,5.01,12.62
2014,41.96,169.19,123.79,5.10,7.39,49.39,5.06,8.43,3.66,1.10,-0.10,-3.29,13.39
2015,41.83,188.17,142.10,4.89,7.21,50.62,5.71,9.61,4.17,1.24,34.31,12.48,13.32
2016,51.65,205.63,159.87,4.95,7.03,51.92,3.80,7.16,3.00,0.97,9.71,-0.15,12.76
2017,52.68,177.48,124.85,5.36,6.46,56.50,1.53,2.59,1.08,0.33,1.78,-1.90,12.35
2018,58.72,124.19,85.95,5.63,6.42,56.85,1.50,2.86,1.02,0.35,-3.38,-2.81,12.22
