威盛,	2388
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,31.30,276.61,200.37,8.29,6.02,60.63,26.36,36.55,21.20,11.34,264.63,52.87,36.96
2001,31.27,280.90,217.01,6.64,5.25,69.52,15.87,22.36,15.73,5.62,130.05,27.93,27.77
2002,32.86,281.63,212.82,5.46,3.82,95.54,1.69,1.75,1.76,0.38,NA,NA,20.43
2003,26.91,174.84,117.25,4.79,3.43,106.41,-4.56,-7.17,-8.15,-1.32,29.21,7.37,17.05
2004,37.07,213.67,143.19,6.39,2.85,128.07,-18.14,-26.87,-25.61,-3.84,39.27,13.44,12.66
2005,41.67,185.55,130.53,5.92,2.62,139.31,0.70,0.81,0.66,0.10,26.86,12.53,12.21
2006,41.25,220.08,153.64,6.87,2.81,129.89,-4.24,-7.63,-5.39,-0.90,3.01,1.28,11.36
2007,41.44,246.85,173.24,8.80,2.14,170.56,-23.40,-40.30,-33.65,-3.82,-32.03,-11.34,7.62
2008,48.40,198.30,154.21,9.98,1.43,255.24,-28.16,-51.11,-50.66,-3.11,-5.97,-2.24,4.55
2009,40.97,164.23,126.25,7.12,1.26,289.68,-26.52,-48.76,-57.92,-5.34,9.90,4.76,8.38
2010,20.87,333.39,257.95,8.11,1.27,287.40,-7.92,-11.51,-16.12,-0.94,3.95,0.92,8.68
2011,20.92,367.61,273.17,7.82,1.18,309.32,-31.34,-39.86,-80.12,-3.48,NA,NA,8.76
2012,37.24,289.85,212.09,8.17,1.21,301.65,-45.53,-62.70,-121.10,-8.26,16.00,3.19,8.81
2013,66.63,100.58,77.74,11.41,2.17,168.20,-12.40,-31.55,-20.94,-2.57,0.00,0.00,6.36
2014,80.22,88.88,71.04,11.29,2.49,146.58,-15.66,-60.88,-24.57,-3.18,14.00,10.00,3.25
2015,70.19,95.72,81.34,12.94,1.95,187.17,9.65,36.20,17.42,1.72,0.00,0.00,5.03
2016,60.65,128.19,105.42,15.13,2.44,149.59,2.15,4.63,3.67,0.41,0.00,0.00,7.42
2017,52.41,215.85,168.47,15.51,2.70,135.18,0.80,0.95,0.81,0.10,0.00,0.00,7.07
