佳龍,	9955
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,37.91,118.43,111.15,2.46,6.86,53.20,5.34,7.36,11.52,0.89,5.06,-6.69,11.88
2002,30.95,191.26,161.54,4.03,15.21,23.99,13.97,19.69,15.70,2.43,78.43,16.47,12.90
2003,29.76,237.04,156.00,5.81,9.72,37.55,11.92,16.56,9.40,2.01,32.87,6.51,13.09
2004,31.93,379.63,243.23,8.15,8.04,45.39,12.68,17.92,8.00,2.23,56.71,7.51,13.59
2005,21.90,330.41,224.09,7.95,7.54,48.40,12.92,17.32,8.18,2.25,49.11,8.59,14.60
2006,13.59,464.70,289.20,9.58,7.74,47.15,13.49,16.17,7.40,2.56,8.59,1.19,17.85
2007,21.74,322.96,163.17,14.84,6.21,58.77,14.60,17.74,7.27,3.16,49.39,7.33,19.07
2008,21.34,323.73,117.15,13.87,5.29,68.99,8.07,10.15,3.64,1.86,-67.51,-23.25,18.43
2009,16.33,475.61,268.62,13.74,5.02,72.70,8.58,10.44,4.40,2.51,62.05,6.84,25.71
2010,23.22,328.77,135.98,16.14,5.52,66.12,7.36,9.15,3.32,2.37,-42.95,-18.29,25.99
2011,30.58,436.52,169.64,14.22,4.93,74.03,-0.65,-1.07,0.37,-0.25,9.39,-3.93,22.77
2012,25.02,248.33,73.54,17.87,4.44,82.20,1.60,2.02,0.74,0.46,38.50,10.89,22.98
2013,31.11,328.33,97.01,25.34,3.02,120.86,-1.69,-2.69,-1.46,-0.61,46.19,6.36,22.27
2014,37.28,343.37,89.41,34.14,2.09,174.64,1.21,1.61,1.30,0.36,7.89,1.06,22.73
2015,37.69,267.97,52.78,48.24,1.85,197.29,-3.33,-5.57,-5.49,-1.23,12.23,1.80,21.47
2016,43.43,176.95,25.90,58.13,1.86,196.23,-3.34,-5.89,-5.22,-1.22,-32.30,-8.23,20.07
2017,43.09,158.44,42.79,58.42,1.69,215.97,-2.08,-4.27,-3.99,-0.84,35.62,9.21,19.21
2018,45.40,126.50,36.87,66.61,2.21,165.15,-7.75,-14.65,-12.72,-2.61,-0.03,-0.01,16.54
