寶島科,	5312
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,72.43,85.10,43.78,14.15,4.57,79.86,-20.28,-65.15,-20.20,-5.09,-9.27,-9.71,5.25
2001,68.49,64.67,19.16,16.15,2.56,142.57,2.37,0.17,0.04,0.01,35.62,24.00,5.04
2002,42.15,105.01,39.40,538.55,2.32,157.32,6.87,12.19,4.16,1.67,44.93,20.79,11.11
2003,35.54,144.28,68.12,646.18,2.35,155.31,8.80,14.24,6.19,1.64,46.49,16.35,11.83
2004,35.36,163.90,80.06,371.98,2.38,153.36,11.53,17.86,7.77,2.06,58.98,17.56,12.36
2005,37.42,174.31,97.64,188.12,2.15,169.76,12.94,20.38,9.63,2.50,53.84,14.27,13.18
2006,39.63,172.33,92.25,159.87,2.07,176.32,13.28,21.61,10.98,3.05,28.05,-1.92,15.08
2007,36.64,166.99,65.94,254.03,2.12,172.16,9.80,15.85,7.95,2.37,43.57,-1.65,14.76
2008,35.77,163.07,61.78,545.30,2.14,170.56,10.32,16.16,8.07,2.38,51.80,5.28,15.36
2009,38.74,158.68,74.30,654.30,2.14,170.56,10.71,17.07,9.11,2.64,56.70,7.34,15.57
2010,39.44,153.22,71.10,618.77,2.17,168.20,14.33,23.53,12.52,3.84,45.95,5.49,17.08
2011,36.54,141.18,52.44,365.66,2.11,172.98,12.42,20.00,11.80,3.75,28.44,-0.49,20.41
2012,32.71,141.35,62.03,192.60,2.17,168.20,14.14,21.55,14.94,5.13,66.30,8.18,27.23
2013,32.10,152.30,64.92,230.36,1.94,188.14,13.31,19.80,16.07,5.94,26.22,-2.47,32.89
2014,33.48,147.28,61.90,488.63,1.91,191.09,11.53,17.15,14.69,5.87,32.35,-2.23,35.55
2015,45.31,108.07,40.33,446.97,1.91,191.09,10.19,16.98,14.69,6.22,29.69,2.12,37.68
2016,45.87,120.61,52.85,247.04,2.01,181.59,8.76,15.70,13.32,5.97,43.17,7.01,38.04
2017,45.17,115.62,48.65,147.01,2.20,165.90,7.30,13.03,10.57,5.02,45.73,4.04,38.46
