神腦,	2450
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,51.10,190.58,136.97,7.00,11.10,32.88,6.05,10.66,1.41,1.25,4.41,3.20,13.48
2001,37.09,240.81,162.71,8.72,11.49,31.76,13.91,24.02,3.89,2.96,94.31,44.34,13.35
2002,49.38,266.18,158.84,9.54,8.83,41.33,11.63,20.37,3.76,2.53,NA,NA,13.19
2003,49.23,216.69,127.75,9.69,9.30,39.24,6.16,11.14,1.82,1.36,26.25,7.82,12.17
2004,50.18,189.34,90.51,10.78,9.67,37.74,1.95,3.12,0.47,0.36,27.22,12.68,11.43
2005,55.80,156.88,75.77,10.98,7.74,47.15,3.57,6.47,1.03,0.76,13.34,9.67,12.11
2006,46.44,196.66,121.17,10.12,8.81,41.43,5.37,10.05,1.63,1.27,20.82,11.11,13.45
2007,34.94,214.32,139.64,10.58,11.66,31.30,16.87,27.79,4.78,4.03,61.81,25.10,16.22
2008,36.36,216.00,147.90,13.76,12.20,29.91,17.68,27.48,4.94,4.49,84.41,27.57,17.01
2009,36.08,219.61,161.16,17.65,10.57,34.53,15.29,23.95,5.43,4.08,59.26,8.64,17.04
2010,40.47,202.90,150.46,15.48,10.78,33.85,16.65,27.06,6.19,4.81,43.05,9.37,18.46
2011,44.07,182.51,136.59,13.38,13.74,26.56,16.20,28.14,5.04,5.43,24.74,-0.31,20.12
2012,48.18,164.71,110.23,13.91,13.65,26.73,15.06,28.04,4.31,5.81,38.83,13.66,21.34
2013,41.79,188.88,97.07,18.79,12.07,30.24,13.56,24.71,3.34,5.55,0.00,-14.69,23.75
2014,44.78,173.53,100.30,19.12,11.31,32.27,5.35,9.24,1.32,2.13,26.92,2.93,22.33
2015,43.68,171.63,110.25,16.97,11.42,31.96,7.81,13.85,2.24,3.17,40.21,19.75,23.05
2016,43.27,177.36,121.70,15.01,12.61,28.94,9.60,16.96,2.91,4.02,12.12,-3.00,23.82
2017,42.42,180.40,120.17,14.89,13.71,26.62,7.96,13.86,2.30,3.30,25.71,1.23,23.45
2018,40.13,188.26,127.69,15.22,12.91,28.27,3.98,6.78,1.27,1.59,18.61,-1.73,22.49
