宏全,	9939
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,49.00,108.50,54.70,3.92,3.09,118.12,12.50,20.60,17.40,3.02,32.90,7.80,15.66
2001,37.10,160.50,110.50,4.06,3.38,107.98,9.00,13.40,12.80,2.01,89.80,15.50,15.69
2002,42.00,120.00,71.00,4.50,4.70,77.65,6.70,10.00,18.50,3.18,32.00,7.00,18.52
2003,39.00,206.40,146.70,4.70,4.90,74.48,10.80,17.00,17.00,3.07,107.90,12.50,19.36
2004,34.90,170.80,116.30,5.00,5.10,71.56,9.40,14.00,14.90,2.63,56.60,5.00,20.86
2005,39.10,102.50,67.60,4.30,5.20,70.19,5.50,7.60,8.80,1.54,35.60,6.10,20.54
2006,38.20,102.50,72.10,4.63,5.85,62.39,6.50,9.30,10.70,1.94,46.90,9.90,21.46
2007,32.30,173.60,110.70,5.08,6.10,59.83,5.30,7.20,7.60,1.50,34.00,2.40,22.53
2008,26.20,170.00,111.00,6.21,6.30,57.93,12.10,16.30,15.00,3.87,104.20,12.50,25.54
2009,15.50,276.40,213.30,6.45,6.96,52.44,13.20,16.28,17.84,4.53,131.00,8.94,29.09
2010,16.32,212.95,147.47,7.14,7.30,50.00,14.92,17.64,19.77,5.24,92.91,5.44,30.93
2011,16.35,363.72,262.32,6.71,6.37,57.29,12.35,14.62,19.05,5.00,147.81,4.22,36.65
2012,22.81,110.41,68.64,7.12,7.72,47.27,9.72,11.93,16.32,4.43,74.63,4.47,37.60
2013,56.84,84.18,52.34,7.95,7.48,48.79,5.69,10.55,6.81,4.35,25.32,5.29,38.27
2014,60.03,70.30,43.02,7.67,7.07,51.62,4.33,8.27,5.43,3.72,22.05,6.05,40.88
2015,55.34,77.21,51.22,6.72,7.22,50.55,3.85,7.18,5.35,3.26,30.30,7.57,40.79
2016,53.72,80.39,52.97,6.55,7.50,48.66,5.03,9.27,7.21,4.02,44.79,11.45,40.14
2017,53.46,126.12,78.22,6.62,6.95,52.51,5.34,9.77,7.20,4.20,31.73,3.91,42.61
2018,55.54,144.43,90.11,6.48,6.76,53.99,4.68,8.40,5.53,3.73,40.55,5.57,42.50
