建碁,	3046
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,51.06,144.35,111.13,6.98,16.77,21.76,17.20,36.03,5.53,6.21,18.82,10.13,19.69
2001,48.88,163.81,147.17,5.89,20.53,17.77,14.15,28.14,6.41,5.34,40.56,30.39,22.61
2002,45.32,180.04,160.83,5.04,24.25,15.05,11.11,20.94,5.94,4.17,2.69,-3.30,21.53
2003,52.70,151.28,137.41,4.68,23.55,15.49,3.98,7.62,2.20,1.42,1.32,-3.30,17.29
2004,62.80,112.37,107.97,4.22,36.49,10.00,-17.93,-42.23,-10.36,-6.11,0.00,0.00,10.55
2005,70.19,100.50,93.60,3.55,50.40,7.24,-43.12,-55.20,-12.33,-4.59,0.00,0.00,6.08
2006,69.76,86.64,82.84,3.38,31.51,11.58,-15.80,-56.21,-16.45,-4.62,0.00,0.00,5.99
2007,53.58,163.71,163.16,3.40,81.31,4.48,5.07,15.55,6.91,1.03,0.00,0.00,7.17
2008,42.71,187.98,184.96,3.88,192.91,1.89,2.12,3.72,2.23,0.27,0.00,0.00,7.50
2009,34.85,205.21,203.03,4.38,140.04,2.60,2.04,3.21,2.47,0.25,6.55,3.17,7.85
2010,37.43,183.52,181.19,5.28,361.46,1.00,1.70,2.55,1.61,0.20,1.00,3.38,8.06
2011,32.22,204.34,196.01,4.50,59.17,6.16,2.03,2.92,2.27,0.24,-6.47,0.00,8.38
2012,26.80,241.45,234.52,4.78,34.77,10.49,-1.41,-2.22,-2.29,-0.18,-25.66,0.00,8.14
2013,37.61,231.89,195.08,8.09,5.68,64.26,-8.37,-13.34,-13.94,-1.06,-19.51,0.00,7.35
2014,43.37,180.57,143.92,6.86,4.71,77.49,-15.85,-26.91,-27.94,-2.76,-50.50,0.00,9.04
2015,50.94,156.15,117.75,7.19,5.29,68.99,-9.14,-17.69,-11.24,-1.55,-12.54,0.00,7.51
2016,64.21,119.78,85.14,5.88,3.83,95.30,-21.88,-51.55,-32.04,-3.15,-36.16,0.00,4.41
2017,48.43,170.54,131.83,8.33,4.45,82.02,-7.42,-18.01,-8.74,-3.09,-27.70,0.00,11.01
