凌陽,	2401
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,12.51,482.89,362.17,6.36,5.49,66.48,31.84,36.46,34.70,5.88,139.74,14.87,19.24
2001,7.71,994.92,892.47,5.36,4.51,80.93,20.06,22.18,32.12,4.03,324.80,17.97,22.23
2002,9.22,769.59,683.98,6.83,6.77,53.91,15.26,16.68,24.50,3.07,193.40,9.37,19.08
2003,15.60,434.14,343.73,5.57,5.67,64.37,12.85,14.71,18.08,2.60,56.50,0.00,18.04
2004,15.70,473.80,329.25,6.81,5.33,68.48,15.79,18.69,14.45,3.15,64.60,2.14,17.44
2005,21.51,334.62,243.74,5.80,4.10,89.02,12.49,15.35,12.77,2.56,116.80,15.84,17.01
2006,14.89,398.77,318.25,6.81,5.02,72.70,14.63,17.81,17.41,2.94,161.20,12.21,17.13
2007,17.78,174.59,121.29,6.28,4.05,90.12,11.49,13.62,22.37,3.53,103.20,3.58,23.34
2008,15.32,163.87,100.11,6.12,3.69,98.91,0.18,0.07,0.14,0.01,120.99,5.81,18.46
2009,24.94,240.22,205.98,7.42,5.89,61.96,2.78,3.28,5.19,0.64,35.90,6.27,20.75
2010,18.18,220.15,162.22,5.14,3.64,100.27,4.93,6.17,12.62,1.30,33.08,6.00,21.51
2011,19.57,170.07,141.17,5.07,2.83,128.97,-14.71,-18.19,-55.14,-3.37,48.75,5.21,15.40
2012,23.52,253.93,179.62,6.18,2.47,147.77,-5.47,-7.23,-21.55,-1.15,-45.32,-6.37,16.42
2013,27.01,305.38,262.76,5.81,3.87,94.31,1.11,1.25,1.50,0.09,49.23,10.35,14.92
2014,27.42,284.40,228.76,5.33,4.55,80.21,4.01,5.20,6.35,0.72,10.64,1.30,15.85
2015,28.03,317.60,257.15,5.13,3.84,95.05,5.65,7.47,9.78,1.00,36.73,3.64,16.20
2016,26.93,288.70,251.00,5.29,4.18,87.32,2.02,2.48,3.60,0.20,40.69,4.08,15.34
2017,21.04,390.93,319.47,5.49,4.37,83.52,4.07,5.16,8.08,0.72,14.37,0.00,15.24
