國碩,	2406
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,10.67,328.96,300.90,1.93,8.70,41.95,-2.48,-4.78,-12.35,-0.91,NA,NA,21.50
2001,28.03,227.20,191.94,1.94,7.33,49.79,-8.72,-12.87,-36.67,-2.35,NA,NA,17.00
2002,33.41,143.74,122.50,2.46,6.90,52.89,-9.60,-15.10,-34.15,-2.38,NA,NA,14.50
2003,29.87,256.63,230.61,3.11,7.57,48.21,4.13,5.17,8.23,0.79,80.98,11.08,15.38
2004,37.85,156.65,129.54,2.95,4.93,74.03,-1.55,-2.98,-5.98,-0.43,7.84,1.93,14.27
2005,35.71,182.58,142.85,2.95,4.25,85.88,-9.71,-16.32,-36.39,-2.15,6.50,0.99,12.09
2006,30.69,235.79,206.34,2.71,6.23,58.58,-6.53,-10.70,-16.23,-1.22,72.46,6.11,10.93
2007,50.56,113.92,103.33,2.13,5.40,67.59,-30.63,-52.20,-73.96,-4.58,5.48,1.16,6.64
2008,48.54,110.26,94.41,2.58,10.33,35.33,-2.96,-8.38,-8.60,-0.53,5.72,1.01,6.05
2009,39.15,241.09,213.69,2.22,5.90,61.86,8.31,12.64,21.85,1.57,5.80,0.77,12.87
2010,18.91,312.72,242.01,2.38,4.83,75.56,16.39,21.81,63.28,3.29,-84.37,-6.34,18.57
2011,41.04,123.85,92.04,3.98,5.22,69.92,2.50,2.87,5.84,0.48,-18.83,-7.95,17.35
2012,44.02,142.81,101.66,4.02,5.88,62.07,0.76,0.33,0.57,0.06,15.01,0.92,16.86
2013,48.35,159.60,124.71,4.16,7.10,51.40,-3.67,-7.58,-5.47,-2.43,-4.36,-1.39,16.06
2014,53.11,232.45,153.87,4.03,6.19,58.96,5.21,9.60,5.05,0.01,-40.57,-11.26,17.82
2015,56.44,183.47,134.31,3.64,5.39,67.71,6.53,12.81,5.84,0.01,8.80,3.87,18.06
2016,58.58,161.16,120.19,3.36,4.89,74.64,4.52,7.64,4.29,0.10,26.82,13.29,18.86
2017,70.80,131.17,98.21,2.84,4.16,87.74,-9.85,-31.79,-21.83,-7.78,-8.24,-5.13,10.39
