凌泰,	6198
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,8.20,822.20,444.10,21.80,2.20,165.90,19.90,21.40,21.50,3.43,NA,NA,n/a
2001,10.80,613.00,565.80,12.70,1.80,202.77,12.10,13.30,19.50,2.45,3.30,40.10,19.70
2002,12.20,613.20,536.00,12.30,4.30,84.88,15.10,17.10,19.80,3.12,123.10,16.80,19.85
2003,5.00,1354.00,1187.50,9.00,2.90,125.86,4.40,4.80,8.20,0.79,173.50,8.80,16.86
2004,26.70,664.80,518.50,18.30,2.80,130.35,-0.60,-0.90,-1.50,-0.14,83.00,6.30,15.09
2005,27.10,177.10,138.00,18.40,2.00,182.50,-7.90,-11.10,-22.00,-1.59,NA,NA,13.51
2006,22.02,198.10,154.00,23.30,2.31,158.00,-10.24,-13.82,-25.48,-1.69,NA,NA,11.91
2007,6.62,651.40,536.10,36.50,6.25,58.40,4.20,4.30,4.30,0.29,NA,NA,12.57
2008,6.20,756.00,628.03,30.30,2.13,171.36,-22.23,-23.76,-67.16,-2.66,-0.68,-4.21,9.88
2009,5.75,766.30,632.81,33.00,1.62,225.30,-14.72,-15.65,-55.20,-1.44,-1.49,-8.23,8.44
2010,8.54,578.00,438.96,44.60,1.43,255.24,-9.43,-10.15,-31.68,-0.82,-0.19,-1.52,7.69
2011,5.45,871.00,609.53,83.20,0.82,445.12,-12.60,-13.57,-51.84,-0.98,-1.32,-6.79,6.73
2012,3.77,1173.90,859.64,52.60,0.81,450.61,-13.00,-13.57,-53.84,-0.86,-1.04,-3.72,5.86
2013,7.80,685.00,408.12,33.00,1.14,320.17,-12.44,-13.38,-31.24,-1.24,-0.99,-7.83,8.57
2014,16.54,294.40,181.39,29.90,1.09,334.86,-17.70,-20.24,-38.59,-1.65,-0.83,-15.47,7.25
2015,22.46,156.64,79.53,21.10,1.18,309.32,-17.68,-22.12,-40.01,-1.47,-0.85,-23.08,5.75
2016,8.78,829.62,612.95,13.70,1.25,292.00,-2.85,-3.62,-8.17,-0.21,-4.22,-37.19,5.60
2017,29.62,250.41,182.77,13.40,1.39,262.58,-23.72,-29.38,-56.72,-1.44,0.08,3.39,4.23
2018,7.28,1151.62,961.08,30.90,2.47,147.77,13.66,16.87,17.06,0.78,88.12,6.06,5.03
