瑞利,	1512
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,49.85,68.53,39.37,5.23,4.96,73.58,1.44,-0.99,-0.68,-0.11,36.34,14.81,11.12
2001,45.02,146.42,85.82,4.75,5.34,68.35,1.75,0.54,0.43,0.06,24.02,3.86,11.20
2002,44.96,152.87,95.34,4.79,5.46,66.84,1.52,0.51,0.38,0.06,40.69,6.35,11.27
2003,48.64,143.88,82.67,4.93,4.74,77.00,2.70,3.29,2.20,0.38,18.84,4.15,11.63
2004,50.95,150.07,86.04,5.34,5.52,66.12,4.86,8.24,4.26,0.98,2.54,-0.49,12.06
2005,53.68,146.44,83.36,4.03,5.16,70.73,3.38,5.80,3.14,0.72,22.86,3.66,12.72
2006,54.79,144.83,83.45,3.23,4.60,79.34,2.11,3.22,2.04,0.41,17.46,1.72,12.49
2007,56.65,129.74,72.30,3.70,5.38,67.84,3.13,5.57,3.48,0.71,25.47,4.57,12.83
2008,54.88,67.51,41.58,4.35,5.41,67.46,-0.04,-1.78,-1.28,-0.22,12.09,4.34,12.28
2009,55.30,61.89,41.51,4.61,6.12,59.64,-0.59,-2.57,-1.97,-0.31,9.99,4.18,11.65
2010,54.43,100.18,62.71,3.73,5.85,62.39,3.52,6.19,4.97,0.71,-5.32,-1.68,11.45
2011,52.23,100.04,55.89,4.22,5.46,66.84,2.35,3.45,2.61,0.40,6.03,-0.04,11.88
2012,53.90,91.41,54.32,3.98,5.73,63.69,1.55,1.72,1.47,0.20,9.28,1.00,11.10
2013,65.59,123.54,75.37,2.84,4.14,88.16,-0.86,-5.66,-3.10,-0.68,-5.47,-2.03,10.72
2014,68.47,110.98,65.69,3.04,4.21,86.69,-2.79,-11.90,-5.83,-1.30,5.66,2.30,9.68
2015,68.85,115.82,77.23,3.40,5.35,68.22,-1.76,-9.02,-3.73,-0.83,18.64,6.42,8.11
2016,69.96,119.10,86.22,3.56,7.43,49.12,-1.39,-7.95,-2.70,-0.68,12.89,3.86,6.69
2017,81.96,58.41,34.31,2.66,5.84,62.50,-13.32,-58.36,-22.12,-3.09,2.73,1.56,3.46
2018,78.58,103.07,64.45,3.69,6.76,53.99,-4.49,-28.59,-6.37,-0.94,-2.90,-1.00,3.39
