立萬利,	3054
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,54.82,204.32,110.54,7.83,4.67,78.15,16.29,35.80,9.86,4.47,*****,*****,13.60
2001,33.74,228.39,137.54,6.07,3.64,100.27,14.79,24.49,12.00,3.11,50.13,13.62,14.61
2002,46.05,165.67,110.95,6.55,4.19,87.11,26.35,44.93,18.25,6.24,40.39,27.77,16.99
2003,58.39,254.21,175.84,4.69,3.84,95.05,3.53,6.32,2.81,0.79,12.30,8.19,12.57
2004,60.34,114.39,88.88,3.72,3.07,118.89,-29.39,-73.44,-40.26,-7.25,-19.42,-30.96,4.49
2005,11.32,512.16,443.07,3.21,1.62,225.30,-23.62,-41.97,-58.12,-1.44,78.02,7.95,3.41
2006,6.12,995.92,928.76,7.47,2.49,146.58,-6.35,-6.93,-21.80,-0.55,-45.93,-2.35,8.80
2007,10.21,476.60,452.53,7.63,15.23,23.96,-0.05,-0.05,-0.07,0.00,-12.30,-1.25,8.52
2008,14.65,396.70,368.69,4.12,8.58,42.54,3.34,3.81,4.86,0.33,56.78,8.51,8.59
2009,9.04,864.62,773.40,9.01,23.17,15.75,8.62,9.71,6.98,1.12,80.04,6.94,14.46
2010,12.87,487.40,441.78,8.59,15.32,23.82,10.39,11.63,11.51,1.51,63.04,6.55,11.54
2011,35.27,194.76,142.71,9.84,13.82,26.41,3.29,4.22,1.54,0.46,0.00,-12.01,10.30
2012,49.18,210.38,115.27,9.17,6.69,54.55,-4.14,-7.49,-2.13,-0.75,0.00,0.00,9.71
2013,35.65,436.22,280.31,9.54,3.79,96.30,16.18,27.12,11.86,2.89,0.00,0.00,12.95
2014,35.38,365.56,283.47,9.46,4.97,73.44,1.14,1.17,0.68,0.14,139.65,20.69,11.58
2015,34.26,167.13,140.66,5.57,3.73,97.85,-5.33,-8.88,-12.39,-0.96,6.50,3.14,10.09
2016,12.83,459.86,373.97,5.58,1.29,282.94,4.13,4.82,19.44,0.59,51.64,9.85,12.80
2017,4.44,1435.24,1373.06,68.10,1.89,193.12,4.92,5.38,23.52,0.69,153.44,7.36,12.98
2018,3.49,1612.83,1573.16,31.71,1.06,344.33,0.08,0.07,0.48,0.01,0.00,0.00,12.29
