琉園,	9949
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,18.61,414.12,240.84,6.10,1.09,334.86,16.71,20.57,17.52,2.06,76.86,15.13,13.46
2002,15.70,475.11,292.48,5.36,1.02,357.84,2.58,3.07,3.08,0.34,152.91,22.53,11.30
2003,11.81,727.11,517.51,5.37,1.11,328.82,7.09,8.20,8.56,0.95,57.56,6.18,11.92
2004,11.73,741.43,540.05,6.35,1.22,299.18,15.55,17.63,16.93,2.14,142.38,14.90,13.00
2005,12.52,559.37,402.70,6.56,1.15,317.39,17.09,19.46,21.90,2.46,111.96,10.41,13.65
2006,13.21,435.18,297.94,6.35,1.31,278.62,14.73,16.91,20.72,2.18,119.78,10.31,13.62
2007,9.80,818.17,702.56,5.61,1.51,241.72,11.86,13.34,20.78,2.09,106.28,7.30,17.80
2008,8.76,531.39,364.67,5.22,1.24,294.35,2.64,2.91,6.06,0.46,85.26,3.40,15.56
2009,15.80,487.64,367.47,5.51,1.15,317.39,5.43,6.19,13.92,0.97,102.27,6.78,15.85
2010,15.89,445.35,323.82,5.41,1.12,325.89,5.23,6.10,14.78,0.95,70.96,1.29,15.44
2011,14.76,502.83,387.74,5.65,1.13,323.00,3.40,3.89,9.68,0.60,64.14,1.49,16.94
2012,15.24,499.27,375.70,5.62,1.09,334.86,4.06,4.65,11.75,0.76,64.54,2.89,15.98
2013,17.87,579.90,317.65,6.18,0.57,640.35,1.45,1.65,2.26,0.26,39.68,0.98,15.99
2014,20.85,459.75,246.20,5.52,0.46,793.47,0.23,0.13,0.19,0.02,11.63,-1.34,15.70
2015,22.24,434.24,240.57,5.23,0.49,744.89,-6.54,-8.57,-15.36,-1.27,17.15,0.94,13.97
2016,19.47,519.60,255.39,6.22,0.43,848.83,-3.15,-4.19,-7.74,-0.56,8.06,0.92,13.04
2017,16.59,683.12,311.63,7.11,0.37,986.48,-2.84,-3.59,-6.88,-0.46,19.19,1.58,12.47
2018,20.36,462.49,222.41,7.43,0.38,960.52,-3.53,-4.48,-8.72,-0.54,-5.68,-0.73,11.83
