和桐,	1714
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,42.13,184.99,177.96,8.65,57.53,6.34,5.51,7.37,6.28,0.80,111.22,23.90,12.61
2001,43.11,145.88,138.25,9.62,55.01,6.63,6.97,9.75,6.87,1.14,-15.74,-4.33,12.68
2002,42.03,69.02,55.79,6.63,21.10,17.29,7.37,10.66,8.66,1.27,9.84,3.66,12.26
2003,43.58,132.11,122.43,7.64,24.78,14.72,7.07,11.62,7.05,1.40,-13.68,-6.23,12.28
2004,32.47,726.12,725.98,1.40,5.99,60.93,-1.42,-3.32,-20.88,-0.38,2.22,-3.14,10.86
2005,49.98,49.52,41.68,9.76,34.72,10.51,-7.09,-13.59,-14.56,-1.47,0.77,0.64,10.32
2006,44.70,234.45,166.91,10.68,28.31,12.89,2.60,2.93,1.51,0.30,65.91,8.70,10.26
2007,39.48,105.39,78.97,12.06,26.80,13.61,1.53,0.81,0.43,0.08,23.20,3.45,10.28
2008,40.79,73.71,61.06,16.26,40.95,8.91,6.13,8.61,3.50,0.93,3.58,1.25,11.44
2009,37.71,136.07,126.72,9.60,34.01,10.73,9.50,14.81,10.87,1.75,23.19,3.76,12.83
2010,34.62,164.33,130.66,13.86,43.97,8.30,9.74,14.55,10.12,1.74,27.94,3.72,12.46
2011,29.01,182.38,162.37,12.94,40.09,9.10,8.91,12.49,8.57,1.53,25.35,3.26,13.31
2012,29.34,127.18,109.06,10.65,36.20,10.08,4.55,5.98,4.66,0.72,11.26,2.60,12.33
2013,60.13,135.89,86.60,8.97,9.85,37.05,1.63,2.16,0.63,0.53,0.25,-0.42,12.46
2014,67.77,104.30,71.26,9.38,8.95,40.78,-1.34,-7.34,-2.05,-0.42,1.22,1.02,11.72
2015,52.04,146.84,102.56,6.78,7.00,52.14,1.24,-0.62,-0.24,0.37,10.04,4.56,11.94
2016,48.67,149.86,102.06,5.85,6.33,57.66,3.86,6.37,3.14,0.42,7.81,3.87,11.42
2017,45.61,166.57,109.68,5.60,6.58,55.47,2.18,2.76,1.31,0.34,4.58,1.78,11.16
