華榮,	1608
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,28.98,162.86,100.92,5.25,6.22,58.68,2.88,3.38,4.37,0.43,31.11,2.44,12.24
2001,27.92,194.55,148.38,6.78,6.84,53.36,-6.77,-10.06,-13.22,-1.21,90.60,9.42,12.00
2002,22.39,375.53,234.28,8.53,6.53,55.89,2.38,3.02,3.87,0.37,63.50,3.60,12.40
2003,25.13,310.50,222.71,9.46,5.41,67.46,4.13,5.41,7.15,0.67,72.00,3.74,12.50
2004,27.96,260.69,157.96,12.70,6.27,58.21,3.24,4.34,4.26,0.54,27.20,0.13,12.39
2005,15.53,560.62,355.66,10.17,6.29,58.02,-1.40,-1.90,-1.68,-0.24,38.95,-0.78,12.44
2006,19.73,443.00,225.81,12.09,7.61,47.96,3.96,4.73,2.67,0.60,NA,NA,13.04
2007,16.82,614.25,304.46,12.74,6.10,59.83,8.93,10.73,5.65,1.47,58.21,2.13,14.65
2008,16.91,767.88,335.43,16.35,5.52,66.12,-13.32,-16.25,-8.42,-2.17,103.85,0.36,12.07
2009,17.65,490.76,256.27,13.25,3.78,96.56,11.25,13.56,11.96,1.79,82.14,5.76,14.44
2010,24.77,277.03,146.41,16.18,5.10,71.56,2.73,3.35,2.54,0.49,0.79,NA,14.80
2011,31.88,175.47,83.75,16.23,4.60,79.34,0.08,-0.19,-0.14,-0.03,15.47,1.44,14.04
2012,25.41,257.36,137.59,16.64,4.62,79.00,5.66,7.64,5.55,1.11,47.99,6.95,15.96
2013,26.57,250.75,134.54,12.75,3.77,96.81,3.67,4.95,4.17,0.96,62.19,5.54,18.80
2014,34.11,175.10,74.99,13.36,3.31,110.27,0.77,0.86,0.80,-0.02,0.00,0.00,18.40
2015,35.21,175.20,90.73,8.96,2.85,128.07,-2.58,-4.24,-4.17,-0.33,13.12,1.95,16.23
2016,34.06,169.65,89.88,6.03,2.76,132.24,0.05,-0.14,-0.15,0.23,4.46,0.88,16.21
2017,34.79,174.64,76.52,6.82,2.67,136.70,5.08,7.57,7.42,1.04,0.00,0.00,17.03
2018,36.19,167.74,83.14,7.36,2.68,136.19,-4.51,-7.16,-6.54,-1.46,40.49,6.03,14.44
