基亞,	3176
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,10.25,1264.08,1234.42,20.67,0.00,*****,-10.54,-11.66,-14445.16,-1.01,-581.42,-16.87,5.96
2007,21.48,292.80,286.36,140.49,10.90,33.48,28.76,33.79,69.45,3.02,-68.80,-8.89,6.96
2008,19.49,243.91,239.03,32.62,5.89,61.96,7.41,9.16,34.20,0.65,56.05,7.68,7.14
2009,10.03,513.21,506.07,6.39,7.28,50.13,-9.59,-11.34,-67.25,-0.83,291.24,26.32,7.04
2010,4.84,2118.49,1982.98,2.16,0.87,419.54,-14.83,-16.07,-286.11,-1.29,-868.55,-24.23,8.03
2011,22.71,355.92,269.30,2.85,1.31,278.62,-19.49,-23.16,-64.43,-1.96,4.48,1.27,7.98
2012,6.59,2178.09,2115.87,2.58,1.29,282.94,16.53,18.70,201.23,2.22,-1532.20,-39.08,15.48
2013,6.89,1035.26,1007.59,1.96,1.35,270.37,-14.51,-15.85,-550.87,-2.79,-303.43,-24.02,20.73
2014,18.02,350.28,322.59,8.77,4.46,81.83,-19.65,-22.83,-206.46,-5.06,-77.65,-13.14,20.81
2015,22.92,452.22,406.14,4.54,2.23,163.67,-14.53,-18.50,-181.47,-3.90,88.30,8.22,17.98
2016,26.64,247.31,222.08,5.33,2.16,168.98,-18.97,-25.50,-223.22,-4.10,-98.95,-14.46,15.87
2017,34.38,206.93,186.80,5.55,2.14,170.56,-15.78,-23.19,-170.13,-3.37,-52.23,-11.55,13.25
2018,36.04,234.04,212.86,3.80,2.00,182.50,-16.52,-26.15,-196.53,-3.19,-78.04,-13.74,11.08
