三芳,	1307
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,39.61,172.13,108.91,3.81,4.69,77.82,3.39,4.30,2.98,0.55,15.42,1.75,12.91
2001,38.97,214.62,145.43,3.85,4.60,79.34,2.50,2.88,2.06,0.37,51.45,6.96,13.04
2002,36.22,195.15,136.71,4.48,5.70,64.03,5.92,8.73,5.85,1.17,94.71,15.72,13.79
2003,49.26,251.92,183.32,4.49,5.63,64.83,6.06,10.22,7.24,1.34,3.75,0.62,13.65
2004,45.60,237.09,142.99,4.62,4.24,86.08,5.60,10.19,7.94,1.32,9.56,1.31,13.46
2005,40.86,213.87,148.07,4.90,4.44,82.20,5.94,10.10,8.29,1.39,93.62,10.29,14.08
2006,39.48,190.50,83.08,4.98,3.97,91.93,7.43,12.12,10.47,1.75,29.52,4.16,14.80
2007,42.41,93.16,43.78,8.37,4.01,91.02,8.30,13.73,10.86,2.06,25.94,2.29,15.17
2008,43.26,105.02,76.83,7.89,5.71,63.92,10.68,18.14,14.00,2.80,31.77,5.09,16.38
2009,36.41,106.99,78.14,6.54,7.87,46.37,11.68,18.97,17.68,2.98,36.88,6.45,16.97
2010,38.98,82.46,50.51,7.00,7.72,47.27,12.12,19.15,16.02,3.14,10.08,-1.86,16.65
2011,41.34,149.08,109.36,6.51,7.18,50.83,7.16,11.56,9.48,1.96,16.07,-0.04,18.82
2012,40.89,135.42,93.39,5.83,6.50,56.15,6.62,10.80,10.30,2.00,27.31,2.06,18.78
2013,44.04,237.21,160.18,6.93,4.11,88.80,6.87,11.82,7.62,2.19,48.77,5.92,19.17
2014,42.29,259.33,193.68,7.20,4.41,82.76,7.72,13.12,8.67,2.59,63.15,7.84,20.82
2015,39.82,225.77,177.06,7.36,4.87,74.94,8.22,13.54,9.77,2.85,71.99,10.98,21.92
2016,41.52,224.11,187.52,7.25,5.16,70.73,8.68,14.32,11.26,3.13,59.77,9.41,22.38
2017,41.80,229.60,175.00,6.87,4.37,83.52,6.27,10.43,9.14,2.27,35.02,1.63,21.07
