新零售,	3085
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,9.12,1047.75,1029.34,5.04,0.00,*****,4.55,5.05,13.98,0.72,49.70,4.70,14.69
2002,10.43,902.02,886.71,4.47,4.71,77.49,4.00,4.44,13.23,0.59,59.16,6.60,13.52
2003,13.29,748.97,734.95,4.33,0.19,1921.05,5.45,6.19,15.27,0.77,46.06,3.12,12.59
2004,15.40,552.73,542.44,4.22,1.52,240.13,11.18,13.06,21.29,1.45,70.68,11.98,11.70
2005,16.40,522.51,520.12,3.52,0.01,36500.00,6.47,7.69,12.29,0.82,76.86,5.67,10.51
2006,14.57,549.35,529.45,3.93,0.38,960.52,15.34,18.12,24.97,2.10,83.78,13.25,13.12
2007,18.24,465.25,446.90,3.55,0.37,986.48,12.32,14.74,20.83,1.66,96.72,21.85,11.79
2008,19.65,419.84,401.61,3.40,0.01,36500.00,1.14,1.40,2.09,0.14,68.06,7.52,10.20
2009,20.41,246.77,228.77,5.07,0.31,1177.41,-4.47,-5.57,-6.23,-0.41,35.88,9.39,9.73
2010,32.32,299.24,295.00,4.19,5.50,66.36,-0.21,-0.30,-0.55,-0.03,79.85,16.33,10.24
2011,20.46,248.91,240.43,6.09,7.18,50.83,-0.84,-1.15,-2.52,-0.10,-13.89,-3.58,9.64
2012,27.33,240.64,238.78,6.90,11.15,32.73,-19.34,-25.34,-58.51,-2.17,-18.92,-6.70,7.46
2013,19.45,458.01,453.40,7.69,57.22,6.37,-1.00,-1.47,-5.06,-0.07,-146.77,-35.56,7.61
2014,24.54,379.49,377.33,5.04,0.00,*****,-42.01,-53.13,-35.56,-3.23,-14.22,-45.04,4.38
2015,17.26,537.19,529.62,5.25,NA,NA,0.93,1.18,1.17,0.05,-9.12,-19.28,4.46
2016,31.87,217.00,138.90,5.16,4.56,80.04,-13.83,-18.91,-22.93,-0.78,-59.38,-26.40,4.55
2017,42.08,107.15,46.01,8.83,3.50,104.28,-42.82,-68.19,-49.73,-2.87,-38.24,-24.36,5.30
