東訊,	2321
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,50.75,115.28,68.81,4.23,5.50,66.36,6.58,9.12,3.49,1.36,1.13,1.02,15.60
2001,44.66,120.10,79.44,3.89,5.26,69.39,2.33,1.58,0.68,0.22,*****,*****,14.01
2002,43.79,158.75,94.19,4.07,5.79,63.03,1.86,1.56,0.71,0.21,10.14,4.00,13.54
2003,43.99,206.69,98.84,4.03,3.93,92.87,2.26,2.89,1.51,0.38,1.93,NA,13.03
2004,50.18,179.10,114.67,4.07,4.73,77.16,5.55,9.53,3.63,1.28,-17.52,-11.40,13.82
2005,50.38,158.41,90.01,3.43,4.29,85.08,4.81,8.93,3.39,1.25,33.21,16.72,14.13
2006,34.21,173.80,103.57,5.01,5.10,71.56,5.49,8.94,3.22,1.28,72.83,26.74,14.45
2007,38.13,190.40,92.90,5.24,4.16,87.74,-12.14,-19.73,-10.01,-2.51,0.01,NA,11.02
2008,53.03,147.80,94.70,7.51,5.89,61.96,-13.14,-25.41,-7.19,-2.49,NA,NA,8.54
2009,60.90,130.13,98.68,4.96,6.68,54.64,-11.04,-26.48,-7.20,-2.00,3.06,1.71,6.55
2010,71.28,86.86,53.32,4.32,6.69,54.55,-10.82,-32.92,-7.89,-1.84,-16.36,-19.22,4.66
2011,83.61,116.34,74.32,5.16,6.21,58.77,-11.91,-54.89,-7.20,-1.94,-4.30,-5.71,2.38
2012,85.27,108.68,69.23,4.91,5.02,72.70,-15.31,-107.86,-10.24,-2.26,-7.02,-9.07,0.85
2013,81.86,103.13,78.48,6.29,5.47,66.72,2.74,6.57,0.57,0.02,10.00,20.80,0.49
2014,80.01,104.01,71.39,7.10,5.62,64.94,0.56,-6.20,-0.59,-0.29,20.32,40.14,0.27
2015,83.61,109.83,72.46,6.61,3.78,96.56,-1.65,-16.33,-1.88,-0.27,-5.20,-8.82,0.14
2016,81.12,109.23,82.23,5.16,4.52,80.75,3.40,13.24,1.55,0.16,-3.07,-5.43,0.42
2017,75.43,121.53,77.14,4.08,5.88,62.07,-1.66,-12.23,-2.18,-0.21,28.57,26.85,0.46
2018,72.00,114.33,88.88,6.32,8.06,45.28,-1.58,-9.66,-2.29,-0.32,14.51,16.17,1.12
