久威,	6114
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,58.41,103.85,84.55,3.29,9.56,38.17,6.99,12.59,4.53,1.22,20.27,13.23,10.32
2001,50.91,111.29,90.45,2.88,9.81,37.20,5.53,9.59,4.04,1.03,31.33,15.81,11.20
2002,46.28,183.68,154.73,3.04,11.16,32.70,5.07,9.31,4.49,1.02,49.96,12.00,11.33
2003,46.94,165.81,143.31,3.75,14.39,25.36,5.44,4.83,3.92,1.13,52.61,17.95,12.09
2004,51.53,135.08,107.63,2.93,9.16,39.84,3.02,5.54,2.56,0.65,0.00,0.00,11.76
2005,65.66,94.53,82.21,2.34,7.77,46.97,-5.93,-15.42,-9.35,-1.76,0.00,0.00,9.02
2006,75.83,68.99,54.25,2.49,8.43,43.29,-11.42,-41.18,-22.58,-3.08,0.00,0.00,5.94
2007,73.24,77.36,58.60,3.09,7.90,46.20,-4.97,-24.98,-8.94,-1.47,0.00,0.00,4.78
2008,80.13,70.33,52.84,3.31,8.23,44.34,-9.89,-49.30,-15.96,-3.96,9.71,5.04,6.04
2009,90.37,49.25,34.44,3.17,7.40,49.32,-19.13,-89.49,-22.97,-3.74,0.00,0.00,2.31
2010,97.14,45.34,36.76,5.21,14.70,24.82,-15.60,-268.10,-17.40,-5.56,11.29,7.65,0.80
2011,92.44,63.66,52.99,4.70,22.44,16.26,9.78,-251.71,-9.74,-1.57,19.28,0.00,0.66
2012,66.46,118.41,102.64,2.92,14.25,25.61,-2.53,-19.16,-2.73,0.00,-44.26,0.00,2.52
2013,21.71,434.70,424.50,4.48,27.52,13.26,0.64,0.54,0.12,0.01,333.22,84.43,2.54
2014,53.50,143.72,124.97,3.25,11.33,32.21,31.24,63.27,23.59,5.92,-4.07,-4.10,14.72
2015,48.54,183.01,157.18,3.42,10.40,35.09,20.88,40.95,15.49,7.48,34.76,19.55,21.84
2016,52.71,169.30,146.05,2.77,10.47,34.86,16.51,32.76,12.27,7.03,-21.71,-23.55,23.08
2017,49.41,179.47,158.77,3.24,13.23,27.58,7.40,14.29,4.51,3.20,60.75,30.72,22.76
