有益,	9962
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,48.23,178.39,49.45,45.98,8.51,42.89,14.56,24.98,4.04,2.38,-25.15,-12.76,13.61
2005,36.20,246.12,79.38,50.37,10.80,33.79,4.39,5.88,0.78,0.65,39.26,11.19,11.27
2006,56.72,146.55,45.11,27.46,8.80,41.47,17.58,34.10,3.90,4.50,-18.50,-19.60,14.90
2007,47.25,175.89,21.99,34.73,6.81,53.59,3.31,5.02,0.61,0.79,-74.61,-68.25,16.29
2008,46.38,147.06,21.12,62.18,5.16,70.73,-21.28,-42.03,-7.69,-5.55,85.44,49.32,10.14
2009,30.23,161.47,35.54,59.17,5.12,71.28,5.44,8.42,2.33,0.89,111.94,35.58,10.99
2010,42.86,159.48,49.43,35.96,7.03,51.92,12.28,19.45,3.94,2.20,-34.64,-19.93,12.36
2011,41.06,169.25,29.13,38.98,6.55,55.72,5.63,9.15,3.94,1.01,5.73,0.69,11.44
2012,17.31,413.68,66.11,48.59,5.33,68.48,8.11,11.36,2.79,1.33,101.06,10.44,11.93
2013,7.05,1169.80,262.72,38.03,4.39,83.14,5.79,6.55,2.41,0.77,430.17,12.42,11.59
2014,26.11,306.89,61.68,30.13,3.77,96.81,1.63,1.74,0.65,0.20,-33.04,-17.14,11.07
2015,16.95,459.12,78.38,25.80,2.71,134.68,-5.25,-6.89,-3.42,-0.73,53.41,5.97,10.12
2016,13.18,628.98,136.38,29.01,3.24,112.65,6.12,7.10,3.10,0.74,39.80,3.88,10.84
2017,13.64,628.00,143.89,34.01,3.38,107.98,5.30,6.09,2.61,0.66,143.23,10.42,10.91
2018,23.05,363.87,98.17,46.83,3.90,93.58,7.72,9.40,3.24,1.04,31.05,2.14,11.28
