永光,	1711
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.58,147.00,59.44,4.42,1.98,184.34,3.35,3.34,4.15,0.43,31.44,7.47,12.83
2001,31.00,149.00,75.00,4.69,2.34,155.98,3.00,2.00,3.00,0.29,77.00,15.00,12.47
2002,26.00,176.00,74.00,4.85,2.69,135.68,4.00,5.00,6.00,0.63,45.00,6.00,12.88
2003,23.00,197.00,90.00,4.54,2.60,140.38,5.00,5.00,6.00,0.71,43.00,4.00,13.47
2004,20.00,215.00,99.00,4.41,2.63,138.78,6.00,7.00,8.00,0.92,51.00,5.00,13.79
2005,23.00,203.00,91.00,4.20,2.61,139.84,2.00,2.00,3.00,0.32,28.00,2.00,13.54
2006,29.17,162.67,69.37,4.60,2.42,150.82,2.36,2.41,2.47,0.32,13.05,0.78,13.31
2007,31.21,196.04,92.38,5.11,2.79,130.82,2.26,2.16,1.86,0.29,6.25,-0.01,13.33
2008,32.12,183.98,65.34,5.41,2.49,146.58,2.03,1.76,1.59,0.23,13.55,1.19,13.38
2009,25.90,227.58,126.55,5.04,2.41,151.45,4.63,5.96,6.27,0.82,104.60,12.35,14.04
2010,25.87,214.31,102.05,5.50,2.99,122.07,9.73,12.78,11.78,1.85,32.21,2.18,14.94
2011,26.79,245.96,112.18,5.07,2.48,147.17,5.93,7.72,8.47,1.07,34.77,1.89,14.22
2012,27.52,230.05,117.62,5.36,2.79,130.82,6.02,7.99,8.25,1.11,50.93,4.61,14.35
2013,37.16,185.24,87.83,5.19,2.39,152.71,5.63,8.42,6.72,1.24,15.78,1.74,14.84
2014,39.19,143.91,61.75,5.29,2.47,147.77,5.19,7.81,5.94,1.16,11.43,1.50,14.93
2015,40.31,141.35,64.50,4.95,2.25,162.22,4.73,7.30,6.01,1.08,30.32,6.33,14.66
2016,41.34,151.54,66.30,5.13,2.24,162.94,3.89,5.94,5.01,0.86,23.36,4.07,13.98
2017,41.44,184.53,81.17,5.17,2.12,172.16,3.15,4.62,4.04,0.67,27.52,3.53,14.10
