裕國,	8905
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,44.11,95.30,60.81,3.84,5.75,63.47,-13.62,-26.35,-23.59,-3.53,-4.14,-1.87,11.62
2001,35.59,108.31,70.33,4.41,4.73,77.16,2.13,0.86,0.93,0.10,38.79,11.12,11.72
2002,37.75,99.07,72.02,5.85,7.43,49.12,2.77,2.00,1.68,0.24,6.83,2.71,11.64
2003,39.65,108.55,76.39,5.03,7.18,50.83,2.34,2.26,1.82,0.27,3.17,0.05,11.69
2004,40.53,122.13,68.89,4.54,5.37,67.97,1.92,2.02,1.95,0.25,16.27,3.98,12.10
2005,50.51,136.96,55.37,4.80,4.96,73.58,3.64,5.59,5.13,0.69,0.00,0.00,12.58
2006,54.52,145.65,56.77,4.58,4.24,86.08,3.69,6.46,5.20,0.85,0.00,0.00,13.70
2007,53.00,169.97,43.33,6.50,4.13,88.37,4.44,7.55,5.34,1.06,0.00,0.00,13.74
2008,63.92,122.96,23.90,6.55,3.35,108.95,1.50,1.30,1.25,0.17,0.00,0.00,12.24
2009,47.23,176.61,46.52,11.46,3.76,97.07,3.51,6.69,4.09,0.85,98.37,30.63,13.24
2010,59.54,223.21,45.88,8.40,4.62,79.00,3.60,6.70,5.83,0.91,0.00,0.00,14.01
2011,64.37,170.89,29.27,6.90,4.05,90.12,2.37,4.46,4.10,0.63,0.00,0.00,14.10
2012,55.32,145.47,33.16,11.34,3.53,103.39,7.43,17.04,10.89,2.58,49.01,29.42,16.16
2013,66.57,143.60,40.69,9.75,0.76,480.26,7.63,19.35,13.00,3.53,-12.51,-15.42,17.63
2014,50.35,176.07,33.32,14.09,1.09,334.86,12.15,28.58,14.97,4.67,78.89,33.24,20.10
2015,46.52,195.99,33.90,7.85,0.59,618.64,1.83,2.71,3.47,0.88,1.95,-2.40,18.58
2016,27.62,314.85,67.25,12.73,0.87,419.54,11.41,17.75,15.88,3.15,98.83,20.47,20.95
2017,20.91,398.68,119.52,9.96,1.09,334.86,7.94,10.23,10.92,2.50,83.44,10.87,22.27
2018,19.20,367.80,115.41,8.28,1.43,255.24,6.63,8.15,8.35,1.96,3.11,-2.75,23.34
