康那香,	9919
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,43.27,103.43,70.15,4.33,5.83,62.60,5.07,5.82,5.23,0.77,11.53,2.39,13.16
2001,40.34,144.90,108.73,4.02,5.40,67.59,4.51,5.79,5.36,0.76,32.19,5.42,13.36
2002,37.74,140.21,96.98,4.08,5.08,71.85,4.78,6.50,6.61,0.83,54.15,10.53,13.04
2003,39.65,116.53,71.53,5.04,4.86,75.10,5.68,8.39,7.66,1.08,26.48,5.29,13.25
2004,39.68,123.97,75.11,5.54,4.44,82.20,6.04,9.14,7.90,1.18,39.71,6.96,13.18
2005,41.58,102.67,67.21,5.53,4.72,77.33,5.17,7.72,6.80,1.01,19.36,2.88,13.38
2006,44.11,115.55,75.30,4.98,5.10,71.56,2.48,3.60,3.39,0.48,32.75,3.90,13.24
2007,48.91,112.98,66.64,5.11,4.93,74.03,3.74,6.16,5.79,0.83,17.61,1.73,13.74
2008,50.78,84.02,42.69,5.80,4.57,79.86,3.59,5.90,5.04,0.82,11.87,0.93,14.11
2009,47.26,122.53,80.01,5.82,4.26,85.68,7.27,13.24,11.67,1.94,32.33,5.19,15.38
2010,48.23,123.45,71.06,5.36,4.70,77.65,3.74,6.55,6.11,1.00,42.29,4.99,15.14
2011,51.05,112.90,67.17,6.36,4.79,76.20,2.42,4.06,3.34,0.62,11.84,0.92,15.63
2012,49.30,139.83,74.31,6.04,3.93,92.87,1.38,1.92,1.74,0.30,40.21,5.73,15.43
2013,51.09,153.08,94.64,4.67,3.99,91.47,25.22,0.93,0.72,0.16,11.26,1.69,15.25
2014,51.11,175.29,113.16,4.37,3.76,97.07,1.38,1.74,1.37,0.30,29.20,5.07,15.45
2015,50.40,206.08,130.50,4.60,3.77,96.81,1.15,1.23,0.93,0.21,22.89,2.83,15.44
2016,54.16,200.97,139.77,3.86,3.89,93.83,-6.77,-15.06,-10.79,-2.24,33.18,4.50,12.47
2017,52.04,200.41,137.25,3.74,4.22,86.49,2.58,4.37,3.05,0.58,32.31,4.78,12.70
