祥業,	3465
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,47.00,146.00,124.00,4.97,14.47,25.22,5.31,8.37,3.00,0.98,8.00,2.00,12.10
2008,48.00,134.00,108.00,4.56,10.03,36.39,-8.69,-18.26,-7.42,-1.83,-13.14,-10.27,9.81
2009,55.00,119.00,110.00,3.82,13.90,26.25,-18.16,-39.05,-18.77,-2.97,-7.35,-76.32,6.32
2010,60.06,123.82,109.96,5.36,23.71,15.39,-6.81,-17.78,-5.60,-1.01,13.81,12.99,5.15
2011,65.06,100.25,86.51,4.60,13.79,26.46,-2.00,-7.40,-2.40,-0.37,-17.70,-28.67,4.93
2012,61.19,109.53,90.58,4.53,12.25,29.79,2.98,6.04,1.69,0.30,-10.41,-14.51,5.16
2013,69.92,102.72,65.35,4.68,4.11,88.80,-3.09,-12.83,-3.45,-0.61,-4.82,-7.23,4.50
2014,82.80,94.10,60.32,4.71,3.80,96.05,-15.18,-67.70,-15.02,-3.90,-2.06,-3.03,4.05
2015,62.46,171.09,134.34,2.83,2.65,137.73,-21.54,-92.12,-39.59,-2.93,-51.69,-133.91,2.96
2016,62.04,89.16,66.76,7.14,5.55,65.76,-12.87,-35.43,-15.81,-1.78,-19.59,-11.49,4.12
2017,46.22,133.26,108.87,2.17,5.46,66.84,-34.21,-83.05,-60.63,-2.44,-183.20,-104.80,1.75
2018,5.21,2970.51,2749.04,2.01,3.38,107.98,-28.22,-34.63,-165.67,-1.26,-454.13,-11.81,4.16
