台表科,	6278
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,63.10,112.66,88.56,4.22,7.74,47.15,8.28,17.16,5.56,2.39,6.07,6.53,18.39
2003,61.54,112.46,89.49,3.44,8.25,44.24,6.19,13.76,4.18,2.21,22.67,22.04,17.09
2004,69.01,97.93,80.78,3.99,13.23,27.58,6.43,14.16,2.82,2.23,0.01,0.00,16.14
2005,57.50,121.89,99.40,3.92,9.45,38.62,12.20,31.15,9.87,6.31,12.29,10.34,22.97
2006,37.95,130.83,98.75,4.53,7.89,46.26,15.94,29.22,16.74,7.28,33.73,10.47,29.68
2007,38.51,116.93,95.76,3.43,9.42,38.74,14.96,23.92,17.90,6.93,2.09,3.33,33.14
2008,29.55,124.00,109.73,3.49,10.69,34.14,10.38,15.44,17.32,4.57,83.48,14.68,30.99
2009,30.85,124.91,109.31,4.03,14.82,24.62,15.36,21.94,27.35,6.94,0.00,0.00,34.09
2010,26.41,146.62,130.33,3.15,15.35,23.77,16.63,23.21,32.04,7.54,15.60,0.00,36.39
2011,25.91,102.81,89.53,2.56,12.61,28.94,11.46,15.51,34.08,5.48,18.51,0.00,37.59
2012,31.34,94.29,85.36,2.77,15.20,24.01,8.05,11.25,24.12,4.00,14.64,0.00,35.94
2013,53.75,151.18,136.42,3.04,16.28,22.42,5.41,12.53,3.97,4.47,26.52,17.63,38.78
2014,62.54,135.75,122.30,2.82,14.59,25.01,4.25,9.77,3.60,3.78,7.96,3.82,39.74
2015,58.50,140.61,112.75,2.51,12.05,30.29,3.12,7.50,2.88,3.05,9.46,5.23,40.75
2016,60.93,133.42,110.56,2.51,10.90,33.48,1.98,4.60,1.80,1.95,7.21,4.38,39.65
2017,57.88,150.12,123.14,2.40,9.86,37.01,2.86,6.70,2.88,2.64,13.31,8.70,37.56
