日勝化,	1735
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,32.82,178.63,127.14,3.82,7.57,48.21,17.59,25.38,15.42,3.58,34.43,5.34,15.31
2001,25.97,210.47,144.66,3.94,6.45,56.58,13.40,18.70,12.40,2.68,82.23,9.65,14.83
2002,32.19,169.58,111.95,4.14,6.04,60.43,14.44,20.27,12.95,2.83,40.29,9.53,14.74
2003,34.60,199.60,144.18,3.52,6.19,58.96,11.54,17.25,11.94,2.40,43.31,5.38,14.71
2004,44.89,159.90,101.80,3.44,5.97,61.13,9.16,14.94,9.06,2.08,-23.37,-14.70,14.10
2005,42.54,153.17,109.42,3.15,5.29,68.99,3.19,5.15,3.32,0.67,24.99,5.94,13.23
2006,47.39,175.34,126.61,3.43,7.08,51.55,0.93,1.15,0.62,0.16,-22.43,-10.04,13.16
2007,47.58,173.26,129.38,3.25,7.39,49.39,4.29,7.36,3.68,1.00,18.65,4.90,13.97
2008,42.88,190.90,146.85,3.33,7.82,46.67,-1.17,-2.85,-1.60,-0.37,56.73,15.41,12.57
2009,33.76,190.97,139.30,3.57,6.72,54.31,6.92,10.90,7.44,1.49,97.66,23.98,14.27
2010,39.04,142.60,100.92,4.91,8.39,43.50,2.60,3.98,2.07,0.54,-2.37,-6.83,13.27
2011,39.07,133.32,93.36,4.06,6.54,55.81,1.56,2.35,1.43,0.31,16.27,3.66,13.39
2012,37.72,128.85,84.47,4.11,6.22,58.68,4.65,7.30,4.61,1.01,25.98,8.03,13.88
2013,59.54,137.00,103.84,2.98,6.16,59.25,2.50,3.82,1.21,0.69,5.99,2.28,13.62
2014,58.68,135.95,97.17,2.92,5.46,66.84,2.47,3.82,1.26,0.75,4.07,1.03,14.05
2015,46.26,160.80,114.89,2.73,4.20,86.90,4.47,8.19,3.56,1.25,44.03,16.76,14.79
2016,49.37,145.17,101.50,3.17,4.43,82.39,3.02,5.04,2.43,0.74,20.48,6.36,14.39
2017,54.02,138.89,94.18,3.40,4.59,79.52,2.58,4.41,1.88,0.63,-1.75,-2.69,14.22
