新華,	5481
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,36.94,147.64,109.54,3.32,8.00,45.62,14.82,22.03,14.06,5.05,48.36,18.53,25.20
2001,28.42,151.60,118.92,2.74,6.11,59.73,5.22,7.02,6.84,1.49,35.57,7.90,21.68
2002,26.73,161.75,113.60,2.68,5.46,66.84,3.14,3.89,4.80,0.82,50.46,10.65,20.08
2003,38.32,115.64,91.68,2.86,5.94,61.44,5.01,7.21,7.29,1.51,24.20,9.87,20.69
2004,36.81,214.75,185.33,3.08,8.93,40.87,11.35,17.89,13.03,3.94,33.11,6.35,23.64
2005,41.95,177.36,160.04,1.90,9.60,38.02,7.18,11.57,11.46,2.54,12.95,0.08,22.65
2006,30.84,174.64,146.05,2.23,8.97,40.69,9.47,14.64,13.20,3.32,13.51,1.50,24.25
2007,26.54,202.81,170.30,2.20,7.14,51.12,3.24,4.32,5.14,1.00,47.50,6.17,23.22
2008,18.78,174.37,135.54,2.27,6.55,55.72,-8.99,-11.77,-19.14,-2.57,107.08,14.85,20.53
2009,17.69,220.07,180.48,2.55,5.06,72.13,-7.45,-9.26,-19.18,-1.81,68.34,10.24,18.57
2010,23.88,131.29,96.67,4.04,6.44,56.67,-0.49,-0.83,-1.23,-0.15,12.10,2.61,18.03
2011,4.82,979.95,783.41,3.64,5.05,72.27,-0.75,-1.12,-2.46,-0.20,253.49,6.37,17.96
2012,9.90,493.39,405.76,3.35,5.19,70.32,-21.88,-23.55,-62.53,-3.77,1.75,0.10,14.02
2013,17.58,160.88,112.50,1.53,2.92,125.00,-9.38,-11.38,-56.38,-1.47,10.83,0.92,12.59
2014,10.75,437.21,375.22,3.54,3.18,114.77,-2.30,-2.82,-14.06,-0.35,-55.77,-4.02,12.40
2015,2.19,4378.59,4174.43,2.61,3.42,106.72,-10.90,-11.71,-177.80,-1.37,-165.24,-0.73,11.05
2016,1.82,6597.40,6585.13,5.92,6.43,56.76,8.40,8.57,536.45,0.98,-505.19,-3.10,11.91
2017,4.63,1867.15,1804.73,3.73,6.69,54.55,-4.36,-4.50,-516.41,-0.52,-163.51,-3.51,11.25
2018,5.01,1024.43,988.04,11.55,4.02,90.79,23.41,24.60,310.81,2.97,-108.16,-4.30,14.81
