隴華,	2424
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.06,130.99,97.02,6.68,9.42,38.74,8.02,10.58,4.77,1.14,41.53,20.29,11.18
2001,33.10,161.25,137.87,4.18,7.37,49.52,4.71,5.80,4.94,0.62,0.00,0.00,11.14
2002,30.40,130.36,98.29,6.04,15.32,23.82,-4.13,-6.98,-4.88,-0.74,56.66,21.30,9.63
2003,35.56,204.89,175.81,8.89,21.70,16.82,-4.91,-6.73,3.18,-0.70,8.71,2.55,10.19
2004,22.38,220.99,195.94,7.94,26.42,13.81,-20.07,-28.92,-15.50,-2.50,51.95,12.22,8.15
2005,28.10,171.19,153.00,6.63,29.34,12.44,-10.73,-14.71,-9.88,-1.12,0.00,0.00,7.13
2006,42.53,142.47,139.48,3.67,8.55,42.69,-13.85,-25.35,-16.40,-1.45,33.18,0.00,5.73
2007,12.87,170.94,147.63,1.22,18.31,19.93,-34.05,-52.04,-140.28,-3.32,351.38,41.85,5.25
2008,12.11,155.84,129.20,3.13,5.63,64.83,-8.95,-10.38,-101.92,-1.06,78.12,6.34,9.59
2009,15.53,25.82,15.65,26.33,11.88,30.72,-16.58,-19.31,-95.62,-1.68,23.82,2.28,7.82
2010,16.92,76.56,19.66,38.35,7.46,48.92,-0.79,-1.04,-2.00,-0.11,63.23,7.53,7.36
2011,10.50,339.58,267.02,32.49,3.77,96.81,15.88,18.31,45.90,1.97,-61.45,-4.63,11.67
2012,6.13,361.16,280.03,19.23,2.45,148.97,-8.27,-9.05,-39.90,-1.01,-160.63,-7.17,10.59
2013,4.55,1844.61,1814.76,82.71,23.21,15.72,45.93,51.10,46.61,7.08,1558.96,65.46,17.76
2014,4.77,1836.79,1800.61,13.99,4.11,88.80,-1.13,-1.18,-12.24,-0.21,68.77,3.00,17.67
2015,1.14,8296.50,8213.88,2.39,1.32,276.51,-5.03,-5.19,-600.51,-0.89,513.96,4.94,16.83
2016,1.08,8646.71,8608.59,1.68,2.01,181.59,-9.41,-9.51,-1613.22,-1.52,602.72,5.74,15.07
2017,1.35,7624.98,7585.88,16.28,14.29,25.54,-11.38,-11.52,-201.42,-1.64,-811.34,-8.83,13.38
2018,3.11,1427.30,1282.19,2.22,2.22,164.41,-10.63,-10.86,-1540.27,-1.38,-420.13,-12.04,11.97
