強茂,	2481
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,39.58,167.72,101.53,4.36,2.92,125.00,14.79,24.95,15.29,4.64,12.48,5.11,24.93
2001,51.15,199.84,125.62,3.02,2.22,164.41,6.29,8.95,9.92,1.77,17.44,2.80,20.59
2002,53.28,186.58,107.50,3.43,2.63,138.78,5.95,8.29,7.60,1.53,47.06,10.83,19.07
2003,55.30,179.46,105.48,3.26,2.48,147.17,7.68,13.96,12.38,2.76,24.88,5.34,20.24
2004,57.53,146.85,87.52,3.40,2.73,133.69,4.75,8.42,7.10,1.53,15.11,3.71,18.94
2005,57.29,204.62,158.26,3.75,4.55,80.21,1.13,0.18,0.13,0.03,18.07,2.94,17.36
2006,46.04,231.57,167.44,3.26,5.31,68.73,5.44,9.36,8.36,1.72,70.68,10.88,19.26
2007,40.54,132.42,89.06,3.45,5.12,71.28,5.58,8.63,9.08,1.60,3.29,7.94,20.44
2008,43.44,154.95,108.91,3.49,4.88,74.79,2.67,3.23,4.28,0.58,45.06,6.13,17.93
2009,41.32,138.72,109.29,3.66,6.50,56.15,1.44,1.26,1.66,0.23,29.76,3.58,17.53
2010,35.71,113.87,77.27,4.12,7.16,50.97,10.81,16.76,21.23,3.33,39.83,7.44,21.50
2011,42.04,172.32,121.86,3.87,5.43,67.21,-3.90,-6.98,-10.39,-1.45,56.08,4.02,20.37
2012,40.62,172.93,126.85,3.63,6.09,59.93,-4.86,-9.02,-12.97,-1.75,56.54,6.39,18.30
2013,66.39,158.50,119.23,2.97,5.21,70.05,-1.91,-9.61,-5.69,-0.73,22.47,5.02,18.33
2014,62.67,143.68,105.19,3.16,5.79,63.03,1.55,-0.12,-0.06,0.28,24.29,6.37,18.73
2015,62.20,120.33,87.54,2.86,4.96,73.58,2.67,4.31,2.47,1.20,26.79,7.97,19.38
2016,58.96,177.28,132.51,2.90,5.13,71.15,4.49,9.21,5.74,1.66,57.64,9.19,18.25
2017,63.36,143.28,101.90,2.71,4.53,80.57,-0.28,-2.24,-1.45,-0.92,37.17,8.02,16.22
2018,57.57,161.18,116.84,2.88,4.17,87.52,5.38,12.11,7.41,2.41,37.64,9.27,17.62
