九豪,	6127
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,18.72,486.52,452.04,4.14,3.79,96.30,27.57,33.42,43.96,5.11,81.43,8.88,18.64
2001,26.27,233.61,195.35,2.95,2.53,144.26,11.00,13.50,34.55,2.04,*****,*****,16.17
2002,38.44,350.04,275.85,3.25,2.03,179.80,-3.32,-5.91,-21.86,-0.77,37.08,3.66,12.67
2003,31.10,133.27,113.12,3.54,3.28,111.28,0.26,-0.53,-1.47,-0.06,3.30,0.95,12.16
2004,26.09,133.23,94.42,3.04,2.76,132.24,1.53,1.66,4.75,0.21,29.24,5.61,12.34
2005,17.83,165.32,127.21,3.12,3.33,109.60,-5.61,-7.35,-20.14,-0.88,30.82,3.92,11.75
2006,13.50,206.85,150.79,2.60,2.76,132.24,6.29,7.36,25.16,0.90,30.06,3.00,12.77
2007,12.25,154.26,122.91,2.88,3.72,98.11,3.51,3.95,13.90,0.51,*****,*****,13.21
2008,26.97,124.58,102.89,2.81,3.90,93.58,0.41,0.04,0.14,0.01,11.36,-0.03,13.69
2009,31.07,140.23,119.69,3.47,4.47,81.65,-4.03,-6.21,-14.97,-0.83,5.96,1.15,12.79
2010,29.46,193.63,168.64,5.22,6.28,58.12,7.64,10.34,13.65,1.43,29.86,6.26,14.77
2011,26.72,313.42,251.69,3.39,3.66,99.72,1.77,2.11,5.08,0.32,38.05,0.93,15.36
2012,36.63,202.12,156.81,3.34,3.00,121.66,-7.55,-11.58,-32.02,-1.65,1.45,-1.05,13.13
2013,50.98,83.34,63.01,3.01,3.71,98.38,-2.27,-6.32,-7.70,-0.82,0.00,0.00,12.74
2014,54.28,84.64,67.71,2.77,3.61,101.10,1.13,0.41,0.44,0.05,0.00,0.00,13.52
2015,53.72,110.84,83.35,2.54,3.49,104.58,1.61,1.52,1.62,0.21,20.32,5.87,13.67
2016,56.40,108.59,83.47,2.45,3.31,110.27,2.53,3.34,3.48,0.45,1.23,0.37,13.06
2017,62.94,89.96,74.71,2.29,3.32,109.93,2.30,2.89,2.95,0.38,0.00,3.41,12.97
2018,49.42,120.70,82.07,2.25,2.70,135.18,-0.34,-1.99,-2.48,-0.24,59.53,12.29,13.42
