茂達,	6138
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,38.16,218.50,131.72,3.76,2.80,130.35,-4.24,-6.49,-4.82,-0.54,NA,NA,7.52
2001,32.00,279.41,198.09,3.56,2.96,123.31,3.75,5.67,3.28,0.53,NA,NA,10.45
2002,27.43,325.38,219.05,3.45,3.15,115.87,18.09,25.66,14.76,2.98,25.33,8.64,13.05
2003,28.17,319.57,209.43,3.67,3.18,114.77,24.29,33.59,17.25,4.38,18.20,7.24,14.93
2004,38.10,501.95,355.97,3.54,3.42,106.72,18.08,26.93,13.99,3.48,48.31,7.47,14.47
2005,41.27,167.28,114.42,3.25,3.22,113.35,12.49,20.11,11.72,2.78,39.02,18.09,14.62
2006,43.98,156.20,89.46,3.21,3.06,119.28,6.91,11.56,6.31,1.48,3.43,-1.61,13.31
2007,24.52,291.02,196.51,4.07,3.98,91.70,14.96,22.35,10.61,3.35,65.12,18.42,17.53
2008,16.79,362.86,211.52,4.17,3.82,95.54,5.26,6.64,4.15,1.07,79.41,5.93,15.92
2009,22.85,288.41,208.49,4.18,3.42,106.72,5.89,7.36,5.43,1.17,40.31,8.17,16.38
2010,17.02,379.87,281.51,4.67,4.25,85.88,5.70,7.12,5.09,1.14,75.04,6.56,16.08
2011,20.65,306.55,247.80,4.12,4.14,88.16,5.26,6.47,5.49,1.02,82.95,9.95,15.56
2012,16.18,382.38,303.47,3.81,3.96,92.17,4.42,5.43,5.05,0.83,108.46,8.74,14.93
2013,21.69,365.58,264.15,4.43,3.36,108.63,5.25,6.74,4.46,0.80,47.91,5.95,14.42
2014,24.52,328.21,229.44,4.93,3.76,97.07,10.39,13.52,7.83,2.01,78.98,21.83,17.82
2015,24.57,339.05,251.57,4.61,3.49,104.58,6.97,9.24,5.93,1.49,68.97,10.49,17.47
2016,30.34,285.28,223.29,4.98,4.31,84.68,8.97,12.41,6.90,2.00,62.27,17.69,18.27
2017,27.97,316.05,245.22,4.78,4.45,82.02,10.86,15.33,8.52,2.82,35.24,2.87,21.01
2018,32.97,264.96,184.26,4.94,4.08,89.46,16.11,23.17,11.68,4.41,51.47,12.05,27.13
