中菲,	5403
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,43.34,198.33,131.06,4.53,4.77,76.51,11.60,19.15,8.08,2.36,*****,*****,13.26
2001,34.61,243.14,128.56,5.82,3.34,109.28,11.19,17.68,8.22,2.17,29.18,10.06,13.16
2002,46.37,186.24,76.60,8.04,2.23,163.67,10.83,18.42,8.53,2.20,21.46,12.58,12.08
2003,51.21,172.92,65.65,9.63,2.01,181.59,9.28,18.18,7.53,2.20,17.87,10.28,12.23
2004,48.88,253.80,130.67,7.58,2.40,152.08,9.02,17.94,6.70,2.19,0.00,0.00,12.95
2005,40.88,220.23,119.25,5.03,2.88,126.73,10.63,18.96,7.70,2.35,0.00,0.00,13.25
2006,36.39,255.08,145.96,3.67,2.89,126.29,7.47,11.96,6.14,1.58,25.65,2.79,13.56
2007,31.22,325.51,143.12,4.40,2.57,142.02,7.59,11.81,6.60,1.52,20.34,1.01,13.74
2008,38.48,260.24,98.72,7.09,1.86,196.23,7.52,11.55,6.02,1.52,40.70,19.77,12.78
2009,37.60,246.15,155.70,8.44,1.99,183.41,9.20,14.05,8.84,2.01,111.15,47.34,14.03
2010,36.63,247.84,138.60,16.01,1.79,203.91,8.46,13.45,11.04,1.86,2.25,-11.03,13.91
2011,49.45,182.18,59.35,13.28,1.24,294.35,8.50,14.98,11.49,1.87,0.00,-13.81,12.42
2012,47.28,195.03,82.56,11.52,1.63,223.92,8.04,15.56,7.36,2.04,4.78,-2.88,13.77
2013,66.01,152.57,73.53,7.97,1.96,186.22,0.58,17.83,9.55,2.60,34.03,6.62,15.40
2015,56.13,105.46,53.06,6.19,1.69,215.97,6.40,13.23,12.13,2.32,7.64,-7.05,19.08
2016,54.88,102.92,49.43,6.54,1.87,195.18,7.69,16.57,12.98,3.25,26.23,12.02,19.78
2017,52.06,93.55,48.42,6.99,1.87,195.18,8.78,18.36,14.93,3.73,13.15,0.00,20.50
2018,56.80,89.80,50.87,8.50,2.01,181.59,7.00,14.90,11.88,3.08,7.52,0.00,20.27
