菱光,	8249
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,44.24,152.50,123.91,8.24,12.04,30.31,19.32,35.39,9.80,6.33,51.93,27.39,19.66
2005,40.99,214.87,196.81,7.52,16.08,22.69,16.67,28.50,10.34,6.31,51.58,18.39,26.65
2006,35.10,230.59,221.40,6.81,22.07,16.53,12.42,19.74,8.85,4.17,35.88,14.94,22.94
2007,34.09,195.08,186.88,5.31,38.45,9.49,10.83,16.24,8.21,3.81,11.68,3.97,24.25
2008,25.10,164.43,164.30,4.41,237.58,1.53,0.45,0.34,0.22,0.08,49.62,4.41,22.14
2009,29.03,149.04,148.78,4.99,521.22,0.70,3.56,4.78,3.03,1.09,25.13,8.77,23.33
2010,30.96,151.66,151.46,6.22,927.52,0.39,6.08,8.62,4.38,2.03,7.19,-0.95,23.68
2011,28.79,124.17,123.57,5.87,891.16,0.40,3.18,4.47,2.50,1.04,30.64,4.40,22.86
2012,19.76,125.04,124.39,6.39,661.57,0.55,3.94,5.16,3.17,1.17,4.48,-2.34,22.64
2013,30.86,196.35,167.25,7.06,12.39,29.45,4.27,5.83,3.96,1.49,29.87,6.65,27.42
2014,27.56,238.65,205.41,7.48,10.72,34.04,6.24,8.67,5.74,2.43,44.39,8.29,28.59
2015,22.41,297.76,266.79,8.16,11.29,32.32,6.27,8.16,6.04,2.31,59.22,6.41,28.08
2016,25.98,265.63,241.35,8.19,12.61,28.94,5.59,7.38,5.98,2.03,28.04,1.84,26.87
2017,25.93,280.14,250.81,7.32,11.17,32.67,4.56,6.16,5.31,1.65,43.12,5.53,26.79
2018,30.13,269.87,231.16,7.82,9.71,37.59,4.46,6.20,4.50,1.62,33.44,4.44,25.49
