集盛,	1455
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,40.39,117.49,84.81,5.01,7.01,52.06,1.51,0.33,0.43,0.04,21.86,3.63,12.19
2001,33.22,88.53,52.00,6.42,8.47,43.09,2.77,2.37,2.29,0.29,57.60,12.01,12.37
2002,29.16,111.97,57.12,7.80,6.90,52.89,7.00,9.61,8.07,1.24,45.26,8.31,13.41
2003,27.05,137.83,67.82,7.56,6.02,60.63,3.51,4.57,3.68,0.59,75.33,11.07,13.05
2004,33.65,110.96,44.12,8.35,5.32,68.60,6.25,8.78,6.02,1.14,23.72,5.69,13.46
2005,42.31,109.83,55.17,7.50,5.38,67.84,-1.71,-3.06,-1.94,-0.37,12.09,2.18,11.94
2006,46.84,114.17,65.39,6.31,6.72,54.31,2.29,3.25,1.53,0.39,0.00,0.00,12.23
2007,46.38,146.89,71.82,6.42,6.63,55.05,2.13,2.95,1.13,0.36,27.23,7.56,12.21
2008,43.57,90.32,34.92,9.49,5.50,66.36,-11.02,-21.55,-8.51,-2.39,40.69,12.03,10.17
2009,40.93,127.30,54.82,13.41,5.08,71.85,9.61,16.03,6.72,1.79,32.42,8.63,12.03
2010,40.49,133.17,56.01,11.92,6.13,59.54,9.18,14.99,5.41,1.91,29.30,8.66,13.67
2011,54.28,113.14,42.45,11.83,5.05,72.27,1.34,2.01,0.70,0.26,-8.13,-5.06,12.59
2012,48.59,151.65,60.62,9.98,4.28,85.28,-0.33,-1.43,-0.58,-0.17,33.45,7.35,11.90
2013,45.36,128.41,46.67,11.19,4.83,75.56,3.06,5.01,2.01,0.60,14.33,4.06,12.30
2014,40.10,142.17,65.61,11.38,5.42,67.34,0.75,0.76,0.32,0.09,69.03,13.95,12.21
2015,34.82,180.11,95.14,9.22,5.91,61.75,1.38,1.77,0.88,0.22,39.68,4.81,12.22
2016,33.95,133.38,83.39,6.73,6.26,58.30,1.94,2.77,1.60,0.34,18.46,3.36,12.39
2017,35.95,144.27,81.18,6.20,6.47,56.41,3.16,4.71,2.41,0.59,4.67,0.04,12.69
2018,33.62,156.11,87.88,6.52,5.92,61.65,0.89,1.17,0.57,0.15,11.45,0.95,12.43
