京元電子,	2449
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,43.37,84.71,82.33,4.08,50.81,7.18,12.00,19.18,28.18,5.08,40.97,10.51,34.88
2001,53.48,19.60,18.12,3.58,59.42,6.14,-3.07,-9.01,-20.42,-1.81,43.80,13.53,19.19
2002,49.09,88.95,87.21,4.98,87.98,4.14,-0.10,-3.37,-5.66,-0.69,54.28,8.54,21.11
2003,33.89,123.71,121.53,4.10,95.49,3.82,4.82,6.80,11.40,1.39,110.90,15.13,19.18
2004,45.01,138.89,136.78,4.59,94.12,3.87,11.59,18.91,27.54,3.69,135.59,16.00,21.11
2005,45.16,159.09,157.05,3.48,82.72,4.41,5.51,9.17,15.02,1.72,95.02,10.89,19.15
2006,38.19,169.42,166.73,3.85,83.14,4.39,8.81,14.43,21.48,2.66,200.72,14.82,19.95
2007,41.61,118.37,117.07,3.70,108.45,3.36,5.93,9.16,14.73,1.67,125.93,11.66,18.59
2008,44.00,256.26,251.29,3.96,99.35,3.67,1.66,1.78,2.98,0.31,276.52,11.64,17.59
2009,44.29,210.79,208.59,2.85,81.33,4.48,-2.20,-4.89,-9.70,-0.83,113.16,7.95,16.50
2010,37.33,339.96,335.67,4.05,91.81,3.97,5.46,8.55,12.61,1.48,289.09,11.58,17.62
2011,39.57,323.29,317.39,3.67,59.62,6.12,1.72,2.23,4.14,0.38,199.02,6.76,17.26
2012,39.78,249.37,245.42,4.62,48.93,7.45,4.78,7.34,12.25,1.31,147.50,8.24,17.88
2013,41.90,310.13,300.77,4.36,37.38,9.76,5.30,8.52,12.37,1.53,137.05,6.02,18.19
2014,42.20,230.30,217.84,4.15,40.74,8.95,6.94,11.47,15.73,2.15,122.99,6.16,19.25
2015,44.70,180.61,170.42,4.26,33.90,10.76,6.05,10.07,13.32,1.93,134.85,6.82,19.23
2016,45.74,210.95,196.69,4.73,25.48,14.32,7.47,12.95,14.85,2.56,149.47,7.18,20.30
2017,39.13,164.18,151.59,4.26,23.83,15.31,5.65,9.16,11.35,1.88,129.50,7.15,20.53
2018,48.00,233.72,200.57,4.16,18.95,19.26,4.43,7.24,8.62,1.47,156.02,5.72,20.02
