濱川,	1569
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,28.30,93.80,80.38,3.42,12.32,29.62,17.88,24.32,42.57,3.35,10.03,2.62,15.82
2004,46.25,116.82,109.60,2.83,30.14,12.11,12.17,19.34,17.95,2.83,-33.22,-23.37,15.17
2005,38.49,124.43,120.23,2.21,43.73,8.34,15.11,25.14,20.80,4.21,0.63,-4.66,18.92
2006,34.25,255.84,251.83,1.83,61.52,5.93,12.38,18.82,24.37,3.50,46.62,3.22,20.22
2007,37.65,100.80,98.33,1.84,77.29,4.72,5.61,8.09,14.58,1.52,7.07,-3.43,19.30
2008,40.82,100.57,69.75,2.97,80.61,4.52,4.10,5.75,9.84,1.08,-3.90,-3.03,19.53
2009,39.24,48.30,46.60,2.09,65.79,5.54,11.34,18.09,79.48,3.68,17.28,5.00,21.45
2010,34.70,495.16,456.71,2.38,46.95,7.77,5.40,8.10,55.40,1.66,82.05,-3.93,21.43
2011,27.57,113.16,108.56,1.62,18.61,19.61,9.25,12.92,338.89,3.17,3.15,-1.83,26.60
2012,33.61,72.63,70.15,1.54,10.09,36.17,4.78,6.49,393.98,1.68,25.39,-1.12,25.26
2013,59.36,109.88,76.14,2.07,4.37,83.52,-0.30,-2.06,-1.53,-0.49,3.88,2.21,24.66
2014,59.05,136.20,96.47,2.13,4.18,87.32,-0.55,-3.13,-2.49,-0.79,-7.27,-3.58,25.65
2015,57.64,93.92,58.90,1.83,4.05,90.12,-5.67,-15.34,-13.47,-3.54,-0.48,-0.34,21.03
2016,55.75,129.38,84.56,2.49,3.80,96.05,4.84,9.06,6.38,1.94,34.89,15.83,21.10
2017,58.67,115.94,75.83,2.95,3.49,104.58,5.96,12.11,7.32,2.61,20.57,12.03,22.45
2018,56.80,120.66,72.62,2.74,2.76,132.24,1.75,1.75,1.26,0.35,6.16,1.93,23.24
