中華化,	1727
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,26.22,223.04,136.75,3.48,4.47,81.65,4.14,5.14,5.74,0.87,13.24,1.77,17.32
2001,28.15,214.88,143.73,3.13,4.34,84.10,1.30,0.97,1.03,0.14,0.39,0.06,14.90
2004,27.33,183.14,132.78,3.74,7.15,51.04,6.17,8.26,5.98,1.06,29.51,5.01,13.22
2005,31.34,169.08,118.17,3.31,6.39,57.12,5.50,7.49,5.24,0.93,13.47,2.19,12.72
2006,27.97,181.43,136.91,6.05,6.59,55.38,3.55,4.73,3.37,0.57,39.75,7.20,12.35
2007,35.59,144.18,108.14,3.02,7.44,49.05,3.06,4.18,2.85,0.51,14.20,3.59,12.38
2008,36.63,152.52,116.82,4.36,10.85,33.64,8.24,12.07,5.11,1.54,17.11,5.16,13.44
2009,24.08,199.26,142.94,2.69,6.12,59.64,4.23,5.98,4.74,0.77,99.33,17.92,13.20
2010,39.80,125.02,87.63,3.78,7.42,49.19,8.39,12.40,7.19,1.64,13.89,4.52,13.87
2011,41.39,132.44,96.00,3.38,6.86,53.20,6.69,10.97,6.03,1.44,13.38,3.95,13.64
2012,35.60,148.02,103.71,3.39,6.72,54.31,5.91,9.33,5.20,1.21,36.56,10.71,13.33
2013,31.18,156.12,105.42,3.50,6.45,56.58,5.73,8.38,5.18,1.09,52.21,12.47,13.17
2014,37.27,139.65,92.85,3.61,6.18,59.06,5.61,8.25,5.01,1.05,6.95,0.24,13.11
2015,35.83,136.81,91.49,3.49,5.60,65.17,4.67,6.99,4.47,0.90,42.55,11.32,12.84
2016,39.29,126.37,80.31,3.37,5.12,71.28,4.50,6.81,4.68,0.88,14.43,3.10,13.12
2017,43.21,118.70,81.36,3.27,5.56,65.64,4.12,6.52,3.92,0.84,9.61,1.51,13.33
2018,41.97,117.10,81.36,3.29,6.00,60.83,4.08,6.64,3.75,0.90,32.33,10.21,13.58
