佳邦,	6284
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,20.00,317.00,235.00,3.15,2.61,139.84,4.00,5.00,9.00,0.97,5.00,1.00,20.06
2003,21.00,276.00,227.00,2.97,3.02,120.86,7.00,9.00,11.00,1.78,55.00,9.00,20.97
2004,24.00,298.00,244.00,2.92,3.69,98.91,9.00,12.00,13.00,2.87,58.00,16.00,24.34
2005,25.00,232.00,203.00,2.91,4.08,89.46,13.00,17.00,18.00,4.62,75.00,14.00,27.65
2006,23.00,328.00,289.00,2.77,4.68,77.99,16.00,20.00,23.00,5.51,81.00,9.00,30.25
2007,17.00,440.00,411.00,2.84,5.40,67.59,15.00,18.00,26.00,6.35,114.00,11.00,34.72
2008,16.77,296.21,270.62,2.78,4.85,75.25,1.33,1.52,3.32,0.46,95.06,3.37,27.23
2009,15.65,320.94,301.06,3.09,5.24,69.65,1.70,2.03,5.18,0.56,18.62,2.72,29.66
2010,16.96,217.62,181.77,3.68,5.07,71.99,5.32,6.35,13.69,1.85,0.00,0.00,28.45
2011,25.44,138.89,109.08,3.83,4.71,77.49,1.98,2.44,3.95,0.69,0.00,0.00,27.84
2012,29.04,136.59,111.59,2.87,4.04,90.34,-3.82,-5.50,-9.10,-1.48,0.00,0.00,25.52
2013,48.91,128.14,106.74,3.14,3.41,107.03,1.51,1.93,1.73,0.52,9.05,4.54,28.11
2014,52.02,118.42,97.10,2.95,3.93,92.87,2.39,3.70,3.08,1.10,0.00,-0.90,31.06
2015,51.96,130.66,107.95,2.76,3.83,95.30,2.21,3.39,2.92,1.03,16.76,6.61,28.75
2016,50.01,118.14,100.09,2.80,3.87,94.31,1.61,2.14,1.90,0.60,11.34,4.48,27.28
2017,54.46,136.77,118.10,3.03,4.71,77.49,1.99,3.17,2.27,0.87,10.42,4.69,27.57
