台塑化,	6505
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,59.19,103.56,37.74,15.86,5.80,62.93,2.98,3.67,3.02,0.62,6.95,1.04,n/a
2002,58.57,115.73,51.69,12.30,6.21,58.77,5.09,9.25,6.75,1.63,20.07,3.50,18.47
2003,57.41,104.11,55.57,10.35,7.38,49.45,7.05,14.07,8.01,2.42,25.03,3.53,17.82
2004,49.38,211.60,113.50,11.25,8.79,41.52,15.76,31.52,14.47,6.05,114.83,10.95,21.39
2005,48.13,148.13,82.04,11.20,9.31,39.20,15.87,29.41,12.92,6.40,72.36,7.53,23.43
2006,50.44,175.76,100.31,11.29,9.98,36.57,11.17,20.79,8.40,4.81,71.11,3.12,23.54
2007,47.42,190.60,128.28,10.81,12.21,29.89,15.69,29.25,9.95,7.53,65.47,5.01,27.92
2008,54.96,153.57,87.55,15.42,16.12,22.64,4.23,6.72,1.74,1.64,86.35,4.32,20.98
2009,48.11,159.39,88.06,12.65,9.57,38.14,9.56,18.36,6.18,4.11,24.63,3.66,24.44
2010,45.88,197.71,104.09,10.93,9.29,39.28,9.64,17.16,5.48,4.30,53.81,4.58,25.64
2011,51.67,251.80,131.61,11.84,8.65,42.19,5.44,9.63,2.82,2.36,42.23,0.53,23.43
2012,55.39,249.82,150.35,12.19,10.31,35.40,1.16,1.26,0.30,0.29,25.40,0.98,21.71
2013,50.15,216.49,129.76,11.34,11.49,31.76,6.24,12.03,2.88,2.82,34.11,6.15,25.23
2014,49.36,249.02,140.94,13.96,11.22,32.53,2.41,3.78,0.99,0.95,62.07,6.52,25.14
2015,37.31,392.49,282.59,13.28,8.66,42.14,10.95,18.68,7.51,4.97,202.79,17.22,28.00
2016,31.67,410.81,314.90,10.63,8.57,42.59,17.59,26.32,13.87,7.95,152.85,9.62,32.44
2017,20.25,408.80,305.56,10.96,9.36,38.99,18.37,24.55,12.85,8.42,122.55,3.32,35.83
2018,16.05,460.42,324.15,13.05,11.57,31.54,14.48,17.54,7.83,6.31,152.58,2.48,35.45
