全台,	3038
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,37.70,226.50,130.21,6.57,4.06,89.90,8.70,11.91,7.82,1.96,-19.96,-6.13,18.49
2001,25.60,326.47,244.27,4.10,3.34,109.28,4.25,4.80,5.13,0.73,42.67,8.04,17.47
2002,25.53,321.32,207.24,3.99,4.95,73.73,2.06,1.92,1.75,0.31,13.25,2.70,14.27
2004,33.84,139.14,88.43,5.59,6.22,58.68,9.21,13.67,9.63,2.07,18.43,0.00,14.78
2005,53.44,175.13,121.35,5.13,6.05,60.33,8.81,15.57,9.05,2.25,15.73,1.26,15.17
2006,48.83,105.79,64.31,4.09,5.11,71.42,2.09,3.00,1.76,0.40,12.34,1.89,13.15
2007,46.87,108.31,61.64,3.83,4.34,84.10,0.62,0.23,0.15,0.03,29.98,13.75,12.41
2008,49.26,194.90,122.25,3.43,3.97,91.93,-3.92,-9.28,-6.26,-1.13,-3.24,-0.69,11.69
2009,53.73,105.00,70.26,2.65,3.75,97.33,-11.17,-24.28,-17.32,-2.53,18.58,9.21,9.15
2010,48.46,152.01,95.50,4.02,4.53,80.57,-1.44,-3.90,-1.85,-0.38,28.60,9.53,9.45
2011,48.10,237.27,166.15,4.48,4.02,90.79,0.55,0.10,0.06,0.01,30.36,5.88,9.35
2012,45.44,147.37,103.85,5.10,4.34,84.10,-2.34,-5.57,-3.00,-0.50,21.07,6.80,8.75
2013,46.94,265.70,172.02,6.16,3.20,114.06,1.79,2.70,1.37,0.23,20.99,3.39,8.61
2014,39.92,345.91,232.19,7.12,3.43,106.41,5.15,8.32,4.34,0.79,63.88,7.77,9.44
2015,43.74,221.72,157.14,7.34,2.98,122.48,7.66,12.55,7.67,1.25,27.98,6.49,10.60
2016,40.92,208.28,149.59,7.19,2.90,125.86,5.48,9.04,5.91,1.03,30.35,6.31,11.26
2017,45.76,255.82,183.01,6.58,2.93,124.57,1.85,2.81,1.85,0.33,-8.64,-2.87,11.29
2018,46.70,250.28,168.37,5.62,2.65,137.73,3.52,6.02,3.98,0.71,26.44,4.06,11.34
