潤隆,	1808
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,74.65,27.71,20.11,2.50,2.70,135.18,-20.43,-136.11,-175.41,-3.65,NA,NA,3.09
2001,85.71,10.76,8.40,2.74,4.60,79.34,-7.31,-48.55,-89.01,-3.94,NA,NA,5.86
2002,72.36,7.44,6.08,0.85,5.44,67.09,-8.09,-55.29,-467.15,-3.64,NA,NA,5.57
2003,87.15,12.52,11.36,4.77,10.28,35.50,-14.98,-84.31,-89.27,-3.31,NA,NA,2.27
2004,73.95,105.99,31.86,2.84,30.17,12.09,6.12,23.63,21.93,1.70,NA,NA,8.55
2005,85.20,99.15,9.76,6.72,0.46,793.47,5.98,30.42,15.91,3.27,NA,NA,12.95
2006,82.08,106.44,28.76,4.98,0.72,506.94,6.83,39.38,11.18,5.85,NA,NA,17.77
2007,48.34,188.38,46.86,2.17,0.48,760.41,3.63,11.71,9.19,1.73,232.59,104.58,15.34
2008,56.92,156.08,21.38,4.19,0.33,1106.06,7.99,16.24,24.38,2.18,NA,NA,14.06
2009,31.45,313.24,84.94,4.10,0.40,912.50,9.26,17.13,25.97,2.25,40.16,8.39,14.20
2010,24.75,324.18,199.75,5.51,0.95,384.21,13.04,17.88,23.50,2.31,171.99,39.88,13.96
2011,68.03,176.13,40.64,9.41,0.38,960.52,14.91,33.74,33.36,5.61,0.00,0.00,19.24
2012,70.76,138.39,45.52,6.37,0.18,2027.77,8.35,23.34,32.47,4.45,2.64,-14.70,19.30
2013,77.12,143.39,28.66,2.72,0.06,6083.33,1.66,1.92,6.75,0.36,0.00,0.00,17.89
2014,73.53,183.34,49.36,10.54,0.36,1013.88,5.95,18.73,14.54,3.73,16.29,15.87,21.50
2015,68.99,158.17,27.75,12.81,0.33,1106.06,6.84,19.91,18.38,4.30,0.00,0.00,22.15
2016,72.06,181.84,36.76,26.49,0.35,1042.85,7.00,19.95,18.07,4.41,2.51,-9.81,21.96
2017,81.83,159.29,35.62,5.14,0.22,1659.09,3.70,11.66,13.15,2.38,0.00,0.00,19.11
