大台北,	9908
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,36.70,170.38,138.84,8.11,11.28,32.35,1.34,2.08,4.83,0.25,56.74,2.00,11.82
2001,38.30,104.29,76.51,7.00,10.55,34.59,2.52,4.01,9.47,0.47,32.29,1.91,11.74
2003,44.06,68.85,54.39,6.79,12.67,28.80,4.30,7.49,17.77,0.93,33.89,1.78,12.40
2004,43.86,69.68,56.67,7.08,15.25,23.93,3.95,7.00,15.24,0.88,27.98,0.32,12.78
2005,35.80,35.09,27.73,7.37,17.70,20.62,4.27,7.02,14.44,0.96,25.86,1.90,14.53
2006,31.94,46.90,37.92,7.03,19.22,18.99,6.34,9.50,28.42,1.43,11.04,-1.52,15.45
2007,30.20,66.78,53.51,7.35,19.09,19.11,3.88,5.58,11.02,0.86,11.04,4.06,15.25
2008,30.89,76.27,63.56,7.93,20.40,17.89,4.18,5.99,10.22,0.90,40.98,1.90,14.90
2009,29.71,91.53,79.25,7.16,19.34,18.87,4.61,6.60,12.40,1.01,40.55,1.78,15.65
2010,28.55,110.54,99.72,7.16,24.48,14.91,6.25,8.81,15.67,1.42,37.88,1.47,16.55
2011,28.63,100.89,90.97,6.73,26.09,13.99,5.01,7.01,12.19,1.18,43.44,1.45,16.67
2012,28.12,110.10,99.33,7.05,28.49,12.81,5.14,7.16,11.66,1.21,48.38,2.06,17.05
2013,25.56,254.29,243.36,7.05,29.58,12.33,4.62,6.14,11.75,1.25,50.34,2.35,18.99
2014,26.82,262.56,251.94,7.56,32.29,11.30,4.84,6.55,12.48,1.31,4.36,-2.73,19.39
2015,26.89,282.52,270.88,7.40,21.90,16.66,4.45,6.07,15.71,1.21,31.08,0.05,19.60
2016,27.26,289.97,279.65,8.97,17.82,20.48,4.83,6.62,20.70,1.42,35.31,0.60,20.57
2017,27.70,304.04,292.78,9.22,18.55,19.67,5.11,7.04,21.74,1.54,101.03,7.26,21.20
2018,28.70,293.50,282.82,9.10,18.58,19.64,4.31,6.00,17.38,1.32,44.60,1.70,21.33
