士紙,	1903
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,52.68,125.70,75.91,5.11,4.23,86.28,5.13,10.20,20.86,1.71,NA,NA,17.24
2001,56.88,99.53,53.56,4.90,3.43,106.41,-4.63,-11.29,-23.69,-1.72,NA,NA,14.53
2002,55.69,111.13,71.52,5.93,3.31,110.27,0.97,1.34,2.35,0.20,8.37,1.32,15.10
2003,21.67,116.77,70.29,6.32,3.48,104.88,-2.95,-5.36,-11.73,-0.95,6.06,0.93,20.25
2004,24.73,88.69,54.40,7.66,3.95,92.40,-5.24,-7.03,-18.18,-1.38,3.50,0.63,18.88
2005,23.92,115.74,86.92,9.00,4.11,88.80,-4.89,-6.76,-22.95,-1.23,0.00,0.00,17.62
2006,22.80,107.29,77.26,13.84,4.25,85.88,-0.31,-0.72,-2.47,-0.13,0.00,0.00,17.84
2007,20.77,115.59,80.91,24.15,4.93,74.03,4.69,5.54,15.12,1.03,0.43,0.06,19.45
2008,21.05,113.93,75.99,39.25,4.97,73.44,-1.49,-2.55,-5.97,-0.47,5.27,0.72,17.51
2009,18.18,124.56,86.29,28.51,4.63,78.83,-4.38,-5.61,-14.53,-0.96,61.25,6.78,16.83
2010,19.60,139.34,103.47,28.34,6.39,57.12,-3.15,-3.98,-8.06,-0.68,0.42,0.05,17.13
2011,19.13,108.58,73.02,28.87,7.01,52.06,-1.55,-2.06,-3.69,-0.34,10.45,1.58,15.64
2012,20.34,104.28,77.38,25.01,7.59,48.08,-3.24,-4.22,-8.06,-0.65,2.83,0.47,15.22
2013,47.44,59.14,37.78,28.88,6.45,56.58,-2.21,-4.47,-8.51,-0.66,0.00,0.00,14.36
2014,48.80,71.16,49.49,40.70,4.97,73.44,-5.99,-12.06,-28.69,-1.71,0.00,0.00,14.04
2015,51.29,44.48,34.90,15.96,0.93,392.47,-2.01,-4.63,-77.27,-0.61,0.00,0.00,12.33
2016,55.03,40.59,33.18,12.41,0.22,1659.09,-2.45,-5.93,-262.92,-0.70,0.00,0.00,11.41
2017,56.46,40.62,34.74,14.22,0.64,570.31,-2.24,-5.82,-91.48,-0.66,0.00,0.00,11.10
