勝德,	3296
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,42.80,178.91,178.48,5.89,NA,NA,21.16,36.34,12.85,5.38,54.63,38.56,18.84
2003,39.51,207.69,206.71,4.85,NA,NA,22.70,38.33,14.71,5.97,-40.61,-24.16,18.83
2004,35.79,235.93,234.62,4.90,NA,NA,21.24,33.92,12.87,5.76,66.38,31.21,19.79
2005,32.50,243.85,243.17,4.04,26033.28,0.01,20.97,31.79,12.38,5.60,26.73,-0.09,19.09
2006,34.29,213.49,213.27,3.67,33590.87,0.01,17.07,25.65,9.28,4.54,6.05,-12.58,18.34
2007,35.52,211.51,211.32,3.92,NA,NA,16.96,25.66,9.68,4.54,41.46,10.82,20.08
2008,30.53,180.34,180.09,4.30,NA,NA,6.63,9.69,4.25,1.69,65.10,8.21,17.49
2009,33.45,174.49,174.30,4.35,NA,NA,10.98,15.84,8.84,2.91,54.83,18.61,19.23
2010,30.76,178.33,178.13,5.59,NA,NA,5.41,7.91,4.17,1.46,-0.34,-11.93,17.69
2011,39.33,142.26,141.99,4.37,NA,NA,-4.35,-7.00,-4.08,-1.19,8.21,-1.30,16.31
2012,39.27,132.44,132.12,4.64,NA,NA,3.77,6.16,3.33,1.02,39.12,22.44,16.87
2013,28.06,302.92,237.11,4.62,6.46,56.50,-2.59,-3.51,-2.52,-0.58,29.37,4.62,16.07
2014,31.76,274.01,218.18,4.47,6.95,52.51,1.57,2.25,1.40,0.37,-1.48,-0.47,17.03
2015,29.31,300.79,243.71,3.49,6.50,56.15,0.35,0.50,0.35,0.08,19.32,4.01,16.85
2016,31.47,286.93,232.78,3.87,7.31,49.93,5.00,7.18,4.49,1.22,30.90,9.11,17.36
2017,32.15,273.22,224.68,3.59,8.31,43.92,0.12,0.14,0.08,0.02,-0.64,-5.16,15.67
2018,34.22,263.69,208.20,3.82,9.05,40.33,4.20,6.30,3.16,1.01,22.34,7.28,16.40
