高林股,	1531
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,25.66,315.15,182.52,3.49,2.99,122.07,13.44,17.57,13.15,3.38,10.94,0.82,20.82
2001,17.29,521.23,276.61,2.72,2.06,177.18,8.81,11.13,11.99,2.12,96.50,2.87,19.34
2002,31.13,224.32,142.31,3.44,2.78,131.29,11.29,15.05,13.43,3.03,40.33,5.83,20.86
2003,30.92,242.17,145.10,3.53,2.84,128.52,13.24,19.15,15.59,4.13,55.16,6.49,22.24
2004,28.08,272.54,170.28,3.44,2.98,122.48,9.83,13.93,12.32,2.72,41.51,3.79,19.89
2005,30.22,255.10,189.32,2.83,3.98,91.70,11.11,15.69,13.12,3.13,12.48,0.00,21.05
2006,23.55,346.30,324.43,2.14,7.03,51.92,9.50,12.96,13.11,2.50,74.52,11.50,20.38
2007,27.84,280.31,260.71,2.56,18.56,19.66,8.72,11.72,9.53,2.45,35.10,1.25,21.49
2008,16.73,453.17,437.14,2.08,24.70,14.77,5.26,6.71,7.90,1.33,155.88,14.37,20.70
2009,14.41,457.75,444.71,1.73,24.88,14.67,2.14,2.53,5.59,0.52,124.60,9.25,20.20
2010,19.19,330.50,314.00,3.89,37.42,9.75,10.75,12.94,14.27,2.68,0.95,3.13,21.31
2011,16.32,381.33,352.70,3.03,22.81,16.00,10.04,12.21,15.45,2.71,0.00,0.00,23.15
2012,16.15,504.48,480.01,2.30,14.07,25.94,6.30,7.53,15.54,1.69,128.39,3.90,21.78
2013,26.90,327.32,224.52,3.54,2.11,172.98,5.01,6.58,9.59,1.47,29.74,0.91,21.12
2014,23.13,409.04,315.94,2.67,2.38,153.36,3.71,4.79,7.27,1.05,61.84,5.89,21.92
2015,25.43,330.42,243.10,2.38,2.41,151.45,2.73,3.50,5.72,0.79,28.60,2.79,21.39
2016,19.21,459.20,356.94,2.57,2.45,148.97,2.31,2.81,4.59,0.59,45.10,3.32,20.62
2017,18.60,496.66,362.45,2.80,2.34,155.98,3.37,4.09,6.96,0.85,43.45,2.97,20.83
